transform,target_column,reaction_id,reaction_label,skewness,kurtosis,std,mean
raw_rate_const,rate_const_096,96,H2+ -ELASTIC,1.9200669270150408,2.0883071553413304,0.001459924093014794,0.0006926595418719211
raw_rate_const,rate_const_097,97,H2+ > H+ + H,-1.4457380744600639,0.256585274500996,3.783568103413589e-08,9.888067323481115e-08
raw_rate_const,rate_const_098,98,H2+ > H + H,1.632154994142986,0.8479437980548346,4.97655634981643e-08,4.5570935960591135e-08
raw_rate_const,rate_const_099,99,H2+ > H+ + H-,0.0,0.0,1.8761863500450861e-10,2.0697229885057473e-10
raw_rate_const,rate_const_100,100,H3+ -ELASTIC,1.9200670754799747,2.0883077541651733,0.0014599238065890728,0.0006926601527093596
raw_rate_const,rate_const_101,101,H3+ > H+ + H,2.8580902154341112,7.434540418632217,1.387312516203273e-08,6.261488409594111e-09
raw_rate_const,rate_const_102,102,H3+ > H + H2,1.6328847064060086,0.8684258072997677,5.936144304429081e-08,5.972024630541873e-08
raw_rate_const,rate_const_103,103,H3+ > H2 + H,0.0,0.0,1.2645599989024387e-09,6.808100492610838e-10
raw_rate_const,rate_const_104,104,H3+ > H + H + H,0.0,0.0,3.161370963692129e-09,1.7020159277504105e-09
raw_rate_const,rate_const_105,105,H3+ > H^ + H + H,0.0,0.0,2.0935774214227968e-10,8.799356179784899e-11
raw_rate_const,rate_const_106,106,OH-MOM TRANS,-1.3965654230187583,0.34428935953382656,7.471878186989533e-08,1.6530256486042693e-07
raw_rate_const,rate_const_107,107,OH-V1,0.1794588257852172,1.1205802476233329,2.613396811871771e-09,4.47015976617423e-09
raw_rate_const,rate_const_108,108,OH-A1PI,1.8465717287490462,2.9238514900759487,2.802036561117451e-09,2.110443871376026e-09
raw_rate_const,rate_const_109,109,OH-DISSOC,0.0,0.0,1.6526422661179588e-09,8.110291199669954e-10
raw_rate_const,rate_const_110,110,OH-C1SIGMA,0.0,0.0,2.458214905376435e-10,1.253720838484074e-10
raw_rate_const,rate_const_111,111,OH-E1PI,0.0,0.0,6.670861828661674e-11,2.5797910808883897e-11
raw_rate_const,rate_const_112,112,OH-B1SIGMA,0.0,0.0,1.0535073569921264e-10,5.4795684611665345e-11
raw_rate_const,rate_const_113,113,OH-I1SIGMA,0.0,0.0,7.79059667087878e-11,6.571950688848933e-11
raw_rate_const,rate_const_114,114,OH-D1DELTA,0.0,0.0,3.2654103946095886e-11,2.598754985767415e-11
raw_rate_const,rate_const_115,115,OH-A3PI,-0.6766626051266863,-1.25882031137854,4.5074985513636754e-09,7.018371625615764e-09
raw_rate_const,rate_const_116,116,OH-A3SIGMA,0.0,0.0,8.927824040611028e-10,8.674188492824302e-10
raw_rate_const,rate_const_117,117,OH-D3DELTA,0.0,0.0,1.1712745129455467e-10,1.0345055212003285e-10
raw_rate_const,rate_const_118,118,OH-E3SIGMA,0.0,0.0,5.3328124651935034e-11,5.308193375057471e-11
raw_rate_const,rate_const_119,119,OH-B3SIGMA,0.0,0.0,5.756458944510921e-11,6.102180360825944e-11
raw_rate_const,rate_const_120,120,OH^-X2SIGMA--Not Used,0.0,0.0,0.0,0.0
raw_rate_const,rate_const_121,121,OH^-A2PI--Not Used,0.0,0.0,0.0,0.0
raw_rate_const,rate_const_122,122,OH^-B2SIGMA--Not Used,0.0,0.0,0.0,0.0
raw_rate_const,rate_const_123,123,"OH-DISSOC, C^+O--Not Used",0.0,0.0,0.0,0.0
raw_rate_const,rate_const_124,124,"OH-DISSOC,C+O^--Not used",0.0,0.0,0.0,0.0
raw_rate_const,rate_const_125,125,OH-Ionization,2.8681442470665757,7.4815280015908225,3.150469088634065e-09,1.4184559136681608e-09
raw_rate_const,rate_const_126,126,OH- -MOM,1.9200670088733685,2.088307484644691,0.0014599239358673419,0.0006926598768472906
raw_rate_const,rate_const_127,127,OH- -DETACH,0.3418764740210453,-0.39200385732980747,2.944654283318945e-08,3.921429929885058e-08
raw_rate_const,rate_const_128,128,E + H2O-MOMENTUM TRANSFER,-0.1766147167904463,-0.363467782396357,2.6713434094450042e-08,1.101808866995074e-07
raw_rate_const,rate_const_129,129,E + H2O > H2OV(100) + E,0.0,0.0,1.027232195469772e-09,2.1264861400824223e-09
raw_rate_const,rate_const_130,130,E + H2O > H2OV(010) + E,0.0,0.0,8.53426674177568e-10,2.0329843218390805e-09
raw_rate_const,rate_const_131,131,E + H2O > H2OV(001) + E,0.0,0.0,1.028080972144282e-09,2.1240547553460577e-09
raw_rate_const,rate_const_132,132,E + H2O > H- + OH + E,0.0,0.0,5.046069058466899e-11,8.500929064039408e-11
raw_rate_const,rate_const_133,133,E + H2O > O- + H2 + E,0.0,0.0,9.066117714226295e-12,1.4366026027914612e-11
raw_rate_const,rate_const_134,134,E + H2O > OH- + H + E,0.0,0.0,2.0060207560811176e-12,3.359878577586207e-12
raw_rate_const,rate_const_135,135,E + H2O > OH + H + E,2.472879528958432,5.780056331902129,3.685226994313655e-09,2.3785284692118227e-09
raw_rate_const,rate_const_136,136,E + H2O > O + 2H + E,0.0,0.0,1.701649837049008e-11,6.901907849639245e-12
raw_rate_const,rate_const_137,137,E + H2O > H2O^ + 2E,0.0,0.0,2.0538024267849607e-09,9.050992420197537e-10
raw_rate_const,rate_const_138,138,E + H2O > OH^ + H + E,0.0,0.0,3.940999499854548e-10,1.3582097112807238e-10
raw_rate_const,rate_const_139,139,E + H2O > O^ + 2H + 2E,0.0,0.0,2.3966567740732685e-11,7.149898189614392e-12
raw_rate_const,rate_const_140,140,E + H2O > H2^ + O + E,0.0,0.0,5.69197905474278e-13,1.7427161417108232e-13
raw_rate_const,rate_const_141,141,E + H2O > H^ + OH + 2E,0.0,0.0,1.7649306029467584e-10,5.6052416707804926e-11
raw_rate_const,rate_const_142,142,E + H2O > H + OH(A) + E,0.0,0.0,3.299139172351962e-10,2.888762525712644e-10
raw_rate_const,rate_const_143,143,E + H2O > H(2) [121.6nm] +OH+E,0.0,0.0,4.51717523625529e-11,1.5353931563578606e-11
raw_rate_const,rate_const_144,144,E + H2O > H(3) [656.3nm] +OH+E,0.0,0.0,2.7884124928624444e-11,9.646632327073242e-12
raw_rate_const,rate_const_145,145,E + H2O > H(4) [486.1nm] +OH+E,0.0,0.0,4.737390318110766e-12,1.601346493724239e-12
raw_rate_const,rate_const_146,146,E + H2O >O(3p5P)[777.4nm]+H2+E,0.0,0.0,1.2679582856100478e-12,4.211407356743932e-13
raw_rate_const,rate_const_147,147,E + H2OV-MOMENTUM TRANSFER,-0.17661172856363003,-0.364229920448488,2.6716605162119916e-08,1.1018433497536946e-07
raw_rate_const,rate_const_148,148,E + H2OV(100) > H2O+E x 1e-10,0.0,0.0,2.372762898314846e-19,3.9881674876847287e-19
raw_rate_const,rate_const_149,149,E + H2OV(010) > H2O+E x 1e-10,0.0,0.0,1.4207089778035948e-19,3.206019704433498e-19
raw_rate_const,rate_const_150,150,E + H2OV(001) > H2O+E x 1e-10,0.0,0.0,2.6361602921823294e-19,4.1137651888341545e-19
raw_rate_const,rate_const_151,151,E + H2OV > H- + OH + E,0.0,0.0,5.061947967253259e-11,8.571453201970444e-11
raw_rate_const,rate_const_152,152,E + H2OV > O- + H2 + E,0.0,0.0,9.314243152102399e-12,1.5023687288456487e-11
raw_rate_const,rate_const_153,153,E + H2OV > OH- + H + E,0.0,0.0,2.0374874640039882e-12,3.455742815249589e-12
raw_rate_const,rate_const_154,154,E + H2OV > OH + H + E,2.4166589950848922,5.540582062712666,3.767617821297772e-09,2.5186968714285714e-09
raw_rate_const,rate_const_155,155,E + H2OV > O + 2H + E,0.0,0.0,1.7423947550201472e-11,7.204274138676519e-12
raw_rate_const,rate_const_156,156,E + H2OV > H2O^ + 2E,0.0,0.0,2.1043692038816575e-09,9.491108410970444e-10
raw_rate_const,rate_const_157,157,E + H2OV > OH^ + H + E,0.0,0.0,4.0333956285772965e-10,1.4029912945675815e-10
raw_rate_const,rate_const_158,158,E + H2OV > O^ + 2H + 2E,0.0,0.0,2.452562685401806e-11,7.34210490685183e-12
raw_rate_const,rate_const_159,159,E + H2OV > H2^ + O + E,0.0,0.0,5.817750660043884e-13,1.7877580307833394e-13
raw_rate_const,rate_const_160,160,E + H2OV > H^ + OH + 2E,0.0,0.0,1.806458224640419e-10,5.770581314488666e-11
raw_rate_const,rate_const_161,161,E + H2OV > H + OH(A) + E,0.0,0.0,3.3904106217597053e-10,3.0983856583908044e-10
raw_rate_const,rate_const_162,162,E + H2OV > H(2)[121.6nm] +OH+E,0.0,0.0,4.62438190560143e-11,1.587475103593417e-11
raw_rate_const,rate_const_163,163,E + H2OV > H(3)[656.3nm] +OH+E,0.0,0.0,2.8538834295161667e-11,9.969778980741187e-12
raw_rate_const,rate_const_164,164,E + H2OV > H(4)[486.1nm] +OH+E,0.0,0.0,4.847798731788234e-12,1.6530271863422562e-12
raw_rate_const,rate_const_165,165,E + H2OV>O(3p5P)[777.4nm]+H2+E,0.0,0.0,1.2971242010860678e-12,4.340299367408054e-13
raw_rate_const,rate_const_166,166,E + H2OV > H2O+E (average),0.0,0.0,1.502454144903462e-09,3.4463399014778325e-09
raw_rate_const,rate_const_167,167,H2O+ -MOMTIC,1.9200669229893443,2.0883071391720485,0.0014599241007203182,0.0006926595254515599
raw_rate_const,rate_const_168,168,H2O+ -RECOMBINATION,1.6878185029306283,1.0370374997470773,2.9595949855160034e-07,2.4082477832512314e-07
raw_rate_const,rate_const_169,169,H2O2-MOM,-0.7686804265196154,-0.4282298619137199,2.91693189125239e-07,6.132614778325123e-07
raw_rate_const,rate_const_170,170,H2O2 > H2O + O-,0.0,0.0,4.776748145839996e-11,4.5378252873563216e-11
raw_rate_const,rate_const_171,171,H2O2 > OH + OH-,0.0,0.0,1.910649599770163e-10,1.8150809523809525e-10
raw_rate_const,rate_const_172,172,O2-MOMENTUM,-0.49784033136566974,-0.5542778115658051,4.700334224755161e-08,8.593049753694581e-08
raw_rate_const,rate_const_173,173,O2-ATTACHMENT TWO BODY,0.0,0.0,2.172316234107953e-11,3.7540617536690964e-11
raw_rate_const,rate_const_174,174,O2-ROTATIONAL,0.0,0.0,3.6154616822953216e-12,3.0171323481116584e-12
raw_rate_const,rate_const_175,175,O2-VIB 1,0.0,0.0,4.832871094124969e-11,2.927107765024631e-11
raw_rate_const,rate_const_176,176,O2-VIB 2,0.0,0.0,8.93574409407314e-12,6.836143379325706e-12
raw_rate_const,rate_const_177,177,O2-VIB 3,0.0,0.0,1.8940535281018626e-10,3.057226532146262e-10
raw_rate_const,rate_const_178,178,O2-VIB 4,0.0,0.0,1.0896078398816876e-10,1.741009412725916e-10
raw_rate_const,rate_const_179,179,O2-SINGLET DELTA,0.0,0.0,3.864918781351259e-10,7.042142562282435e-10
raw_rate_const,rate_const_180,180,O2-B-SINGLET SIGMA,0.0,0.0,9.06083254603497e-11,1.6454106031722004e-10
raw_rate_const,rate_const_181,181,O2-VIB 1(res),0.0,0.0,7.351518436254492e-10,1.2134699006042692e-09
raw_rate_const,rate_const_182,182,O2-VIB 2(res),0.0,0.0,3.304664924581024e-10,5.453697914269294e-10
raw_rate_const,rate_const_183,183,O2-ELECTRONIC 4.5EV,0.0,0.0,2.7652058454005125e-10,4.616717996722989e-10
raw_rate_const,rate_const_184,184,O2-ELECTRONIC 6EV,0.0,0.0,7.321436481637277e-10,1.1423379408866997e-09
raw_rate_const,rate_const_185,185,O2-ELECTRONIC 8.4EV,1.0120535854808201,0.5311552348254631,5.105797647406433e-09,5.281419723152709e-09
raw_rate_const,rate_const_186,186,O2-ELECTRONIC 10EV,0.0,0.0,7.840307939309832e-11,3.8362021865518884e-11
raw_rate_const,rate_const_187,187,O2-IONIZATION,3.0886746701781993,8.830556192230361,2.6262276357843453e-09,1.1006790429668396e-09
raw_rate_const,rate_const_188,188,02-130NM LINE EXCITE,0.0,0.0,5.171635916739185e-11,2.074618705535684e-11
raw_rate_const,rate_const_189,189,O + O^ + E + E,0.0,0.0,4.833582589822124e-10,1.5310852362597961e-10
raw_rate_const,rate_const_190,190,O2+ -ELASTIC,1.9200669229893443,2.0883071391720485,0.0014599241007203182,0.0006926595254515599
raw_rate_const,rate_const_191,191,O2+ -RECOMBINATION,1.687818120625852,1.037044165693044,1.9759855446149392e-08,1.6078733990147785e-08
raw_rate_const,rate_const_192,192,O2- -MOMENTUM TRANSFER,1.9200671755006518,2.0883081571109887,0.0014599236140567747,0.0006926605632183909
raw_rate_const,rate_const_193,193,E + O2- > O2 + E + E,0.8977800171051393,0.5314285032963961,3.636510893827292e-08,4.186742731609196e-08
raw_rate_const,rate_const_194,194,O-MOMENTUM,-1.0349191594503253,-0.4391812760516589,4.079900892657998e-08,8.317805418719211e-08
raw_rate_const,rate_const_195,195,O-1D,0.0,0.0,1.2906360469821692e-09,2.358651662587969e-09
raw_rate_const,rate_const_196,196,O-1S,0.0,0.0,1.6290033933806605e-10,2.548595117241379e-10
raw_rate_const,rate_const_197,197,O-3s 5S0,0.0,0.0,8.771616996978278e-11,8.082530297454843e-11
raw_rate_const,rate_const_198,198,O-3s 3S0,0.0,0.0,4.0280978912077067e-10,3.5892538512627257e-10
raw_rate_const,rate_const_199,199,O-3p 5P,0.0,0.0,6.12319064067808e-11,5.44157760064959e-11
raw_rate_const,rate_const_200,200,O-3p 3P,0.0,0.0,2.033797814555405e-10,1.5577398464209804e-10
raw_rate_const,rate_const_201,201,O-ION,0.0,0.0,1.8315808787447683e-09,7.917065815889491e-10
raw_rate_const,rate_const_202,202,O+ -ELASTIC,1.9200669229893443,2.0883071391720485,0.0014599241007203182,0.0006926595254515599
raw_rate_const,rate_const_203,203,O- ELASTIC,1.9200669229893443,2.0883071391720485,0.0014599241007203182,0.0006926595254515599
raw_rate_const,rate_const_204,204,O- Detachment,0.37638174400829605,-0.7605722585170636,2.5708794114175977e-08,3.166515933809524e-08
log10_rate_const_plus_eps,rate_const_001,1,AR3S-ELASTIC,-1.3604266900660522,0.049033182576226686,0.7530545992119863,-7.249983088003879
log10_rate_const_plus_eps,rate_const_002,2,AR3S > AR4SM,-1.4193454298455013,0.05995966995507063,14.652442885691599,-18.015697638307362
log10_rate_const_plus_eps,rate_const_003,3,AR3S > AR4SR,-1.4209895413874893,0.06224180196043916,14.70993731842942,-17.89688806492258
log10_rate_const_plus_eps,rate_const_004,4,AR3S > AR4SPM,-1.416711394595183,0.056051231893793574,14.346588842625554,-18.62274255445477
log10_rate_const_plus_eps,rate_const_005,5,AR3S > AR4SPR,-1.4146766992538475,0.053644541071669494,14.71320123460008,-17.916300741515652
log10_rate_const_plus_eps,rate_const_006,6,AR3S > AR4P,-1.406032343162905,0.040432436128529314,14.840662303447552,-17.70591982246809
log10_rate_const_plus_eps,rate_const_007,7,AR3S > AR3D,-1.391331785562971,0.01812345989386044,14.641721706226097,-18.157517835015426
log10_rate_const_plus_eps,rate_const_008,8,AR3S > AR5S,-1.3841116804900393,0.0069631208568194936,14.325743265258337,-18.80252688734616
log10_rate_const_plus_eps,rate_const_009,9,AR3S > AR5P,-1.3827196275698044,0.004927771483005383,14.506452953114698,-18.458333158354264
log10_rate_const_plus_eps,rate_const_010,10,AR3S > AR4D,-1.3587160401027476,-0.03143791558630227,14.105615252658534,-19.340427869407417
