global_case_id,density_group_id,local_case_id,input_anomaly_score,target_anomaly_score,case_feature_anomaly_score,max_abs_case_feature_zscore,combined_anomaly_rank_score
149,6,4,0.49054663634828116,0.5429108464502808,0.45650765969082635,1.863654027514815,2.5311986863711002
415,15,9,0.48974442348260905,0.5115014586164565,0.47188744746915684,1.9527214781554332,2.527093596059113
465,17,1,0.5419590400066077,0.5376617928447126,0.42334994643567053,1.5230983489220609,2.525451559934319
588,21,8,0.6095836978741415,0.5758798571157641,0.4359575604664482,0.576291880005706,2.524630541871921
338,12,19,0.5387486136066056,0.41783073735081494,0.5238263655359185,2.2969202796023485,2.522167487684729
407,15,1,0.5497098060849992,0.536404985956257,0.41754612053681267,1.6061607095544401,2.5221674876847286
436,16,1,0.5552815366641102,0.5334182251099158,0.4190456227385103,1.5621601077059366,2.517241379310345
11,1,11,0.5869167656083272,0.5325812998983255,0.4708098778260555,0.5566855122241922,2.513957307060755
94,4,7,0.49890772639633635,0.607760733830718,0.4674647891612955,0.9069959991987362,2.5082101806239736
524,19,2,0.5840452460545323,0.4808674460676604,0.4251599325475219,1.4611383177476376,2.5073891625615765
84,3,26,0.5099543062496438,0.47089844624218297,0.5323098094982093,0.9310970850704391,2.5
548,19,26,0.523582616005022,0.4644355543043882,0.516319331260102,0.9301740721331008,2.4983579638752054
471,17,7,0.5029196591898429,0.5913182354654454,0.46301506745285276,0.9079999315238355,2.4967159277504107
327,12,8,0.5709306394268826,0.6073396133162191,0.4408254053263601,0.5732801997422156,2.4901477832512313
24,1,24,0.5860730245331525,0.4567309931918497,0.5054085178600785,0.6212399826838046,2.4893267651888342
207,8,4,0.497980793404289,0.5347987660150524,0.4487054506980428,1.7558974515592964,2.4761904761904763
287,10,26,0.5137722086198173,0.4744881961571034,0.5199280988380099,0.9297125656644316,2.4761904761904763
230,8,27,0.4739299535682684,0.4992081992692622,0.5639417085554048,1.7253497176500219,2.4753694581280787
117,5,1,0.527125174472312,0.5423748174400462,0.42125769548976816,1.6012218664898121,2.4630541871921183
442,16,7,0.5016603157629942,0.5865956106218067,0.4607891652249451,0.9077489484425607,2.457307060755337
178,7,4,0.490801581124821,0.5363010769167347,0.45163866332680985,1.805285882205576,2.4499178981937604
298,11,8,0.5918119236384684,0.5793390975194156,0.4293508129029422,0.576291880005706,2.447454844006568
403,14,26,0.5072567910953767,0.4698672659375043,0.5257424693906797,0.9310970850704391,2.447454844006568
172,6,27,0.47080464669450317,0.49876018953040313,0.5595786609126828,1.725811224118691,2.445812807881773
143,5,27,0.4679471021285627,0.4956049349102557,0.5632328476990285,1.72627273058736,2.442528735632184
413,15,7,0.5002816247742519,0.5922492673739379,0.45805330198863253,0.907246982280011,2.4367816091954024
12,1,12,0.5812437003358503,0.5025817348612396,0.47605237711395615,0.5566855122241922,2.4334975369458127
380,14,3,0.5501905330689101,0.4765424732713956,0.4256598671184459,1.6840597342556172,2.4285714285714284
233,9,1,0.5360122652763392,0.5354636803148082,0.42037750927386297,1.4548920656217263,2.4236453201970445
379,14,2,0.561233094925072,0.49367487589851383,0.4155277432497649,1.6544266758678496,2.4203612479474548
263,10,2,0.5760689744903192,0.47992535762128385,0.4194441691501337,1.4547791232351528,2.400656814449918
239,9,7,0.4910862200769993,0.5972333931210901,0.4593233735464334,0.9087528807676601,2.3973727422003286
201,7,27,0.46128912770514596,0.4988005600462789,0.5615819676795285,1.725811224118691,2.396551724137931
337,12,18,0.5408080886986649,0.42085777536779445,0.48660421595050196,1.7493829122841533,2.394088669950739
496,18,3,0.535596849287237,0.5063183328720396,0.42668615628096224,1.511200226993639,2.3908045977011496
576,20,25,0.5413394428322496,0.45323286901569004,0.49749461125580813,0.7437254587907699,2.383415435139573
89,4,2,0.5365918969319695,0.4981908580257588,0.4207036373187586,1.6501613114029436,2.380952380952381
54,2,25,0.5280262074552796,0.4624085790773764,0.4961178604603005,0.7455714846654464,2.372742200328407
589,21,9,0.5993722671937439,0.531295311423351,0.4300882601846514,0.5874264376000629,2.359605911330049
601,21,21,0.5539335730799612,0.4147940011932878,0.49503286931459034,1.6909011477223899,2.359605911330049
559,20,8,0.5661261016357679,0.5712662355793248,0.42858399899452765,0.5781741801703875,2.358784893267652
90,4,3,0.5285845959513358,0.4834561212952493,0.42788318383197765,1.6800188626572852,2.3513957307060753
299,11,9,0.5851461305534944,0.5331704992836421,0.43128171591048897,0.5916693527783113,2.3497536945812807
391,14,14,0.4935280625052595,0.4322112044188277,0.4952350649171735,3.4754887829065546,2.334975369458128
204,8,1,0.5176952380109928,0.5341178578449552,0.42060099095858544,1.4829141258053153,2.320197044334975
519,18,26,0.5035873183512555,0.4640938709582481,0.5144724783055528,0.9301740721331008,2.3144499178981937
146,6,1,0.51467783991003,0.5342924262642603,0.4196424077866822,1.5569967717747346,2.308702791461412
467,17,3,0.527499596651544,0.4929658674928155,0.42445564913597705,1.5468945927789046,2.3070607553366176
38,2,9,0.5400968434725673,0.5583916523995914,0.45703065084982974,0.5472714381549063,2.3021346469622332
23,1,23,0.5848846440400277,0.45188547243546867,0.5091299614539996,0.5550036008447388,2.3021346469622332
328,12,9,0.563331020945031,0.560172656136464,0.42949797113911425,0.5711956033467628,2.297208538587849
495,18,2,0.545969838326356,0.47682207094522594,0.41983761099774414,1.4900978975356833,2.2939244663382596
15,1,15,0.5764043026605814,0.466880902122833,0.4817153345956334,0.5566824846412347,2.2922824302134646
16,1,16,0.5748681448627841,0.45861655746071234,0.4936197991968758,0.5566735799854773,2.2873563218390807
22,1,22,0.5796141443897797,0.4498658777515043,0.5084639798520945,0.5558744761778103,2.277504105090312
373,13,25,0.5216088588340567,0.4584059004157129,0.48579274674938894,0.7451099781967774,2.276683087027915
438,16,3,0.5316446310091626,0.47625893458463703,0.4235199505081214,1.5879767873619464,2.2725779967159276
409,15,3,0.5268944021018795,0.4747573190069748,0.42474423090062313,1.6346713036093377,2.270935960591133
235,9,3,0.5210595628081526,0.503542999344231,0.4236897947639656,1.4741589040089296,2.2692939244663384
393,14,16,0.4914523759349333,0.4283069934583189,0.5045653393033308,3.7004107719708754,2.266830870279146
13,1,13,0.5721969544308286,0.46691270983095934,0.4760442642075979,0.5566851560379619,2.2594417077175697
309,11,19,0.5601902471511272,0.41256766522985566,0.4998870751825466,1.2949950555885557,2.2594417077175697
175,7,1,0.5142763361510653,0.5297847773706319,0.4183533005392225,1.517261534391137,2.2561576354679804
17,1,17,0.5757180435385666,0.450725195888451,0.4978059815374116,0.5566661000746411,2.251231527093596
604,21,24,0.5676376631302578,0.4407438189427998,0.4725662984032165,0.6212399826838046,2.2479474548440064
437,16,2,0.5447461546613119,0.47833827584402316,0.4146191487461061,1.5635070649053806,2.2479474548440064
14,1,14,0.5744668586597635,0.4610460603475552,0.47813767773280347,0.5566842655723861,2.238095238095238
123,5,7,0.4771757732434621,0.5916144876781574,0.4590006499959619,0.9074979653612859,2.238095238095238
408,15,2,0.5372484154421784,0.4860653708183299,0.41329771864951215,1.6077321596204581,2.236453201970443
314,11,24,0.5670478875379447,0.4385282863884196,0.4717431081139536,0.6212399826838046,2.226600985221675
560,20,9,0.5603195510761547,0.5327629899412909,0.4139716785021083,0.714287374731582,2.2167487684729066
308,11,18,0.5660644915881466,0.4170328054631334,0.47599284412169063,1.0526359325235413,2.2118226600985222
599,21,19,0.5548070364207607,0.4112893032082158,0.49477769933595134,1.3921204599572397,2.2085385878489325
547,19,25,0.518142027518264,0.45102809388946746,0.4864565890342228,0.7441869652594391,2.2036124794745486
113,4,26,0.480465769974356,0.467547137807864,0.5240625584525237,0.9310970850704391,2.2011494252873565
356,13,8,0.528690317890329,0.5671141395333281,0.4352814254079702,0.5754473488346638,2.196223316912972
590,21,10,0.5934004578127632,0.4935029907112404,0.4230961010354957,0.5948417481312513,2.188834154351396
490,17,26,0.48960974941365726,0.4640018335050046,0.5149439044744684,0.9301740721331008,2.1880131362889985
432,15,26,0.4848121847121204,0.4677400162590778,0.5127894231587534,0.9306355786017699,2.186371100164204
210,8,7,0.47287976564091544,0.5894598299795973,0.45875685981014164,0.9083296290555286,2.184729064039409
466,17,2,0.5313733927847405,0.4737243980673938,0.41720738183296124,1.5239963203883569,2.1773399014778327
461,16,26,0.48316816975648086,0.4655772576618248,0.5158875814463709,0.9306355786017699,2.176518883415435
18,1,18,0.5732959278008162,0.43629465018049185,0.5051973313391117,0.5566497155080475,2.1756978653530377
258,9,26,0.48121900571700693,0.4744881961571034,0.5112597503214602,0.9301740721331008,2.1756978653530377
300,11,10,0.5804685187141903,0.4937101772952911,0.42340986140515374,0.5980861386059954,2.174055829228243
286,10,25,0.5117421285699845,0.4541722374896099,0.49194529797268854,0.7437254587907699,2.1666666666666665
118,5,2,0.5178101539864818,0.48866236986809897,0.4167216953002969,1.6030178094224041,2.164203612479475
152,6,7,0.47161243714758816,0.5841037903609292,0.4587600735753326,0.9077489484425607,2.160098522167488
336,12,17,0.5401039322716804,0.4288490953255516,0.46095168114342644,1.160382653042485,2.155172413793103
340,12,21,0.5395622243415592,0.42405493768280955,0.48535170519247534,0.9298014877572639,2.154351395730706
302,11,12,0.5773199701582633,0.4564391012533214,0.4339163720741017,0.636132731883079,2.142857142857143
181,7,7,0.46967993837549316,0.5872149948691222,0.4572963008080347,0.9079999315238355,2.1420361247947453
119,5,3,0.5085472455040762,0.4782522000298114,0.42458905433517136,1.6299569534112839,2.139573070607553
598,21,18,0.5567646416183694,0.41709132712463237,0.4659988499194376,1.1189197611190116,2.139573070607553
83,3,25,0.504470093985103,0.45648087714998553,0.48701257697386285,0.7451099781967774,2.138752052545156
402,14,25,0.503780556706193,0.455070886723994,0.48801408073816793,0.7451099781967774,2.1338259441707716
66,3,8,0.5164557896960076,0.5686179507599077,0.4359850932185493,0.5754473488346638,2.132183908045977
339,12,20,0.5397050257244379,0.4122953868712926,0.48823552540063914,1.2047061410581004,2.129720853858785
530,19,8,0.5308677660205269,0.5634317840306834,0.42072112330578015,0.5777977201374512,2.1288998357963878
343,12,24,0.5450543025097812,0.4428560847751731,0.4662013515382724,0.6212399826838046,2.124794745484401
234,9,2,0.5262663595300348,0.47897394316293823,0.4161619730673384,1.4548418690054712,2.123152709359606
21,1,21,0.5686801359453665,0.4338375514687536,0.503119896196764,0.556326832690285,2.111658456486043
19,1,19,0.5660510347110587,0.4348090131321746,0.5055567152159746,0.5566206863302785,2.110016420361248
103,4,16,0.47744413122176105,0.4283069934583189,0.492704952051955,3.2448869456335387,2.0977011494252875
592,21,12,0.5782200431142198,0.4548576765001052,0.4273759024290248,0.6303177503778479,2.0886699507389164
269,10,8,0.5258270218625514,0.5727790991125606,0.41746058830630817,0.5781741801703875,2.0779967159277506
306,11,16,0.568405554624997,0.43041454680981783,0.4533023567334122,0.7329567890098636,2.077175697865353
206,8,3,0.502917144842163,0.4897016703362962,0.42273948728994754,1.505138919596141,2.070607553366174
305,11,15,0.5683718034949263,0.43318031365633486,0.4450550286923773,0.6990822142095491,2.0689655172413794
329,12,10,0.5566700731773628,0.5149211279697069,0.41765212535182356,0.5821780106309703,2.0558292282430215
301,11,11,0.5732112205993365,0.4711607430775496,0.4217350468146035,0.6017504999672283,2.0476190476190474
229,8,26,0.46747926547718477,0.47399899128604417,0.5153638583622501,0.9301740721331008,2.0451559934318553
575,20,24,0.5373912529803363,0.4394765459758006,0.46089769144229364,0.6212399826838046,2.0361247947454846
53,2,24,0.5222474055329386,0.4421951766472178,0.47098094711582383,0.6212399826838046,2.0295566502463056
518,18,25,0.4999689641169084,0.45081979241569653,0.4864565890342228,0.7441869652594391,2.026272577996716
595,21,15,0.5734995012546881,0.43271424621802534,0.4413935115640376,0.6886983186644935,2.0213464696223316
20,1,20,0.5678092298806866,0.42950016471624014,0.4971975758175009,0.5565708202580372,2.0164203612479477
372,13,24,0.5200531466801085,0.4429808261675674,0.4694939540718756,0.6212399826838046,2.013136288998358
39,2,10,0.5343020014933555,0.5165782444936814,0.4398441712769208,0.5472691662156229,2.0049261083743843
142,5,26,0.46513440153750535,0.4663771134045621,0.5147817329004406,0.9306355786017699,2.002463054187192
591,21,11,0.5902553262601138,0.4705236124267177,0.4145186720346168,0.5978692305657209,2.0
177,7,3,0.5004464498400624,0.47683463470448034,0.42079361761158873,1.5412822711145548,1.9967159277504105
307,11,17,0.5690868615361457,0.4212073367479564,0.4428203164357165,0.8216933043580038,1.986863711001642
171,6,26,0.46588692351098404,0.46273724343700606,0.5131450443189364,0.9306355786017699,1.9811165845648602
596,21,16,0.5681836003024157,0.4308011652945429,0.43873953780764713,0.7198038546527933,1.9753694581280787
531,19,9,0.5247444527127559,0.5252976636696942,0.4071483734473106,0.6946918984115843,1.973727422003284
205,8,2,0.508106425466948,0.47730016664349234,0.413335142284623,1.4838120972716113,1.9638752052545154
148,6,3,0.4970339601932809,0.4733659595849166,0.4218470947740873,1.5830379442973184,1.9605911330049262
304,11,14,0.5693668246658748,0.43278738277777523,0.4343477448550774,0.6694996495678575,1.9573070607553364
570,20,19,0.529791893863937,0.4116006782531973,0.45308180015047844,1.6074073790545738,1.9556650246305418
147,6,2,0.5016690175208046,0.4805588827929485,0.414291712230455,1.5581192361076046,1.9458128078817736
489,17,25,0.4854824647252139,0.4525455742018758,0.4871152943467455,0.7441869652594391,1.9417077175697866
342,12,23,0.5416570528778246,0.44010078743303155,0.47095271408869505,0.547199973707725,1.9400656814449917
303,11,13,0.5716366080650279,0.43605684685983,0.4261194985400032,0.6404247420417019,1.9392446633825944
101,4,14,0.47856810655786675,0.4319188751368446,0.4549572097286049,2.252049478753658,1.935960591133005
335,12,16,0.5387105480658734,0.4355630742969419,0.4461065989558421,0.6775387568213255,1.9326765188834156
334,12,15,0.5414909357529423,0.44034782009949075,0.43555987411857716,0.6473473390717389,1.931855500821018
270,10,9,0.5180419582431746,0.5352066905386966,0.40272329179884114,0.6853769473493245,1.9261083743842362
431,15,25,0.48234653612379474,0.453582508375036,0.4846708575906464,0.7446484717281082,1.9220032840722496
176,7,2,0.5029168540457477,0.4776227427949232,0.4125808734295023,1.518383998724007,1.9178981937602626
200,7,26,0.45628856606086515,0.4653037463079382,0.5156836524736338,0.9301740721331008,1.9154351395730707
331,12,12,0.550890148342332,0.46922537823337473,0.4177968849473195,0.6073808788849918,1.9154351395730707
460,16,25,0.4816803354831548,0.45270821390071436,0.485327144864612,0.7446484717281082,1.9137931034482758
330,12,11,0.5519584077604701,0.48747269704119234,0.41286299891937583,0.5826533622936995,1.9022988505747127
597,21,17,0.5588170755857822,0.4206377559657281,0.4397452066110217,0.8558859905743476,1.9014778325123152
112,4,25,0.4794838522193965,0.4521064572401687,0.4871092503000692,0.7451099781967774,1.8940886699507389
385,14,8,0.5118375920221968,0.5547549647278884,0.4158983891072907,0.576291880005706,1.8908045977011494
40,2,11,0.5314178027938082,0.48747269704119234,0.4376205532083759,0.5472362230960125,1.8891625615763545
594,21,14,0.5737512505576522,0.43155713435883614,0.4245597049004417,0.6608233279568777,1.8850574712643677
501,18,8,0.5020761828884557,0.5549293346525455,0.4199189117479141,0.5774552134848625,1.876026272577997
593,21,13,0.5768770469768914,0.4350854370494143,0.41679376345940916,0.6335021450116649,1.8637110016420362
546,19,24,0.5139822161670056,0.43822728283329093,0.4587497072082786,0.6212399826838046,1.8571428571428572
603,21,23,0.5616241780287159,0.4291343130214247,0.4693428794336175,0.547199973707725,1.8481116584564858
333,12,14,0.5400145273849145,0.4416677535544991,0.4234348778945612,0.6263487947472932,1.8349753694581281
313,11,23,0.5662126393577217,0.42676622192484986,0.47134157255105874,0.547199973707725,1.834975369458128
82,3,24,0.5019956350796325,0.44085394893840946,0.46887665218956637,0.6212399826838046,1.8341543513957306
257,9,25,0.4770538594356192,0.4531173595622637,0.48168175735524793,0.7441869652594391,1.816912972085386
41,2,12,0.5228441878112458,0.46922537823337473,0.4480119418661365,0.546524538115463,1.8021346469622332
52,2,23,0.5200508797337893,0.43603718585684004,0.48278878396122077,0.547199973707725,1.802134646962233
285,10,24,0.5068093215647537,0.4388177135940943,0.4565098139319142,0.6212399826838046,1.7848932676518883
561,20,10,0.5510312468508006,0.4965503301905183,0.38724403763407356,0.569473964802695,1.7750410509031198
562,20,11,0.5496102987443754,0.4707508079153355,0.38692516547796735,0.606995042069334,1.748768472906404
541,19,19,0.5063462242949787,0.41098641496749005,0.4474544012836413,1.6210390147554417,1.7471264367816093
357,13,9,0.5266717050533669,0.5347155584811183,0.40867394860237993,0.5439419111349694,1.7454844006568144
332,12,13,0.5424704766084014,0.4457786432157284,0.4165737468271684,0.6059502088321175,1.7413793103448276
95,4,8,0.49076880648067983,0.5538941698949655,0.41842294852468553,0.576291880005706,1.7397372742200328
567,20,16,0.5328799202784695,0.42904996186242006,0.4093958324956002,1.133119381640749,1.7380952380952381
401,14,24,0.4974411036151905,0.4389322387122429,0.4611797476930724,0.6212399826838046,1.7372742200328406
170,6,25,0.4652569244222404,0.451737279960619,0.4826107928694853,0.7446484717281082,1.7364532019704435
312,11,22,0.5663489354491842,0.4351447494128676,0.45492317446962965,0.49071491067998463,1.729064039408867
228,8,25,0.46521422662241957,0.4521985733211994,0.48200776691486114,0.7441869652594391,1.7249589490968802
141,5,25,0.4632683686733229,0.451431744071346,0.48355440008285344,0.7446484717281082,1.7233169129720856
125,5,9,0.4726553893832957,0.5096821190348148,0.4208573645863906,0.9172283512282532,1.7175697865353037
472,17,8,0.49418918694625785,0.5491755668690836,0.41330502818322085,0.5772042304035877,1.706896551724138
280,10,19,0.5031479251794015,0.41337304341718045,0.4405356462163803,1.640918483485874,1.6995073891625616
566,20,15,0.5403775962695102,0.4368144353127958,0.38612644753656455,0.7462081216644477,1.6962233169129721
414,15,8,0.49293815807939817,0.5513669468384657,0.413146551099606,0.5767022642410381,1.6954022988505746
443,16,8,0.49520492004756805,0.5464264059061691,0.411597486656857,0.5770448000715785,1.6921182266009853
