feature,feature_label,target_column,reaction_id,reaction_label,spearman_rho,abs_spearman_rho,p_value
input_05_ar4spm,AR4SPM,rate_const_078,78,H+ -ELASTIC,-0.06823978112743484,0.06823978112743484,0.09246841714084474
input_05_ar4spm,AR4SPM,rate_const_063,63,AR+ -ELASTIC,-0.06823978112743484,0.06823978112743484,0.09246841714084474
input_05_ar4spm,AR4SPM,rate_const_100,100,H3+ -ELASTIC,-0.06823900787212463,0.06823900787212463,0.09247211960736157
input_03_ar4sm,AR4SM,rate_const_203,203,O- ELASTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_03_ar4sm,AR4SM,rate_const_190,190,O2+ -ELASTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_03_ar4sm,AR4SM,rate_const_063,63,AR+ -ELASTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_03_ar4sm,AR4SM,rate_const_167,167,H2O+ -MOMTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_03_ar4sm,AR4SM,rate_const_126,126,OH- -MOM,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_03_ar4sm,AR4SM,rate_const_100,100,H3+ -ELASTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_03_ar4sm,AR4SM,rate_const_096,96,H2+ -ELASTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_03_ar4sm,AR4SM,rate_const_078,78,H+ -ELASTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_03_ar4sm,AR4SM,rate_const_202,202,O+ -ELASTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_04_ar4sr,AR4SR,rate_const_096,96,H2+ -ELASTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_04_ar4sr,AR4SR,rate_const_063,63,AR+ -ELASTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_04_ar4sr,AR4SR,rate_const_066,66,AR2+ -MOMTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_04_ar4sr,AR4SR,rate_const_100,100,H3+ -ELASTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_04_ar4sr,AR4SR,rate_const_078,78,H+ -ELASTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_04_ar4sr,AR4SR,rate_const_203,203,O- ELASTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_04_ar4sr,AR4SR,rate_const_202,202,O+ -ELASTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_04_ar4sr,AR4SR,rate_const_192,192,O2- -MOMENTUM TRANSFER,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_04_ar4sr,AR4SR,rate_const_190,190,O2+ -ELASTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_04_ar4sr,AR4SR,rate_const_167,167,H2O+ -MOMTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_04_ar4sr,AR4SR,rate_const_126,126,OH- -MOM,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_03_ar4sm,AR4SM,rate_const_192,192,O2- -MOMENTUM TRANSFER,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_03_ar4sm,AR4SM,rate_const_066,66,AR2+ -MOMTIC,-0.06823891908388387,0.06823891908388387,0.09247254474684831
input_06_ar4spr,AR4SPR,rate_const_080,80,H- -ELASTIC,-0.0677130323518178,0.0677130323518178,0.0950182130030142
input_06_ar4spr,AR4SPR,rate_const_126,126,OH- -MOM,-0.06758326146046453,0.06758326146046453,0.09565493493389741
input_06_ar4spr,AR4SPR,rate_const_203,203,O- ELASTIC,-0.06758326146046453,0.06758326146046453,0.09565493493389741
input_06_ar4spr,AR4SPR,rate_const_063,63,AR+ -ELASTIC,-0.06758326146046453,0.06758326146046453,0.09565493493389741
input_06_ar4spr,AR4SPR,rate_const_202,202,O+ -ELASTIC,-0.06758326146046453,0.06758326146046453,0.09565493493389741
input_06_ar4spr,AR4SPR,rate_const_078,78,H+ -ELASTIC,-0.06758326146046453,0.06758326146046453,0.09565493493389741
input_06_ar4spr,AR4SPR,rate_const_066,66,AR2+ -MOMTIC,-0.06758326146046453,0.06758326146046453,0.09565493493389741
input_06_ar4spr,AR4SPR,rate_const_192,192,O2- -MOMENTUM TRANSFER,-0.06758326146046453,0.06758326146046453,0.09565493493389741
input_06_ar4spr,AR4SPR,rate_const_190,190,O2+ -ELASTIC,-0.06758326146046453,0.06758326146046453,0.09565493493389741
input_06_ar4spr,AR4SPR,rate_const_096,96,H2+ -ELASTIC,-0.06758326146046453,0.06758326146046453,0.09565493493389741
input_06_ar4spr,AR4SPR,rate_const_167,167,H2O+ -MOMTIC,-0.06758326146046453,0.06758326146046453,0.09565493493389741
input_06_ar4spr,AR4SPR,rate_const_100,100,H3+ -ELASTIC,-0.06758094396251478,0.06758094396251478,0.09566633665110083
input_10_ar2,AR2*,rate_const_080,80,H- -ELASTIC,-0.0643063946626981,0.0643063946626981,0.1128915561408664
input_10_ar2,AR2*,rate_const_063,63,AR+ -ELASTIC,-0.06424082614896898,0.06424082614896898,0.11325986127126189
input_10_ar2,AR2*,rate_const_066,66,AR2+ -MOMTIC,-0.06424082614896898,0.06424082614896898,0.11325986127126189
input_10_ar2,AR2*,rate_const_078,78,H+ -ELASTIC,-0.06424082614896898,0.06424082614896898,0.11325986127126189
input_10_ar2,AR2*,rate_const_096,96,H2+ -ELASTIC,-0.06424082614896898,0.06424082614896898,0.11325986127126189
input_10_ar2,AR2*,rate_const_202,202,O+ -ELASTIC,-0.06424082614896898,0.06424082614896898,0.11325986127126189
input_10_ar2,AR2*,rate_const_126,126,OH- -MOM,-0.06424082614896898,0.06424082614896898,0.11325986127126189
input_10_ar2,AR2*,rate_const_203,203,O- ELASTIC,-0.06424082614896898,0.06424082614896898,0.11325986127126189
input_10_ar2,AR2*,rate_const_190,190,O2+ -ELASTIC,-0.06424082614896898,0.06424082614896898,0.11325986127126189
input_10_ar2,AR2*,rate_const_192,192,O2- -MOMENTUM TRANSFER,-0.06424082614896898,0.06424082614896898,0.11325986127126189
input_10_ar2,AR2*,rate_const_167,167,H2O+ -MOMTIC,-0.06424082614896898,0.06424082614896898,0.11325986127126189
input_10_ar2,AR2*,rate_const_100,100,H3+ -ELASTIC,-0.06423928315943761,0.06423928315943761,0.11326853976232486
input_21_oh,OH*,rate_const_080,80,H- -ELASTIC,-0.055881265208962264,0.055881265208962264,0.16842667728058736
input_21_oh,OH*,rate_const_063,63,AR+ -ELASTIC,-0.05583654046536493,0.05583654046536493,0.1687681428558161
input_21_oh,OH*,rate_const_066,66,AR2+ -MOMTIC,-0.05583654046536493,0.05583654046536493,0.1687681428558161
input_21_oh,OH*,rate_const_192,192,O2- -MOMENTUM TRANSFER,-0.05583654046536493,0.05583654046536493,0.1687681428558161
input_21_oh,OH*,rate_const_096,96,H2+ -ELASTIC,-0.05583654046536493,0.05583654046536493,0.1687681428558161
input_21_oh,OH*,rate_const_100,100,H3+ -ELASTIC,-0.05583654046536493,0.05583654046536493,0.1687681428558161
input_21_oh,OH*,rate_const_126,126,OH- -MOM,-0.05583654046536493,0.05583654046536493,0.1687681428558161
input_21_oh,OH*,rate_const_203,203,O- ELASTIC,-0.05583654046536493,0.05583654046536493,0.1687681428558161
input_21_oh,OH*,rate_const_202,202,O+ -ELASTIC,-0.05583654046536493,0.05583654046536493,0.1687681428558161
input_21_oh,OH*,rate_const_167,167,H2O+ -MOMTIC,-0.05583654046536493,0.05583654046536493,0.1687681428558161
input_21_oh,OH*,rate_const_078,78,H+ -ELASTIC,-0.05583654046536493,0.05583654046536493,0.1687681428558161
input_21_oh,OH*,rate_const_190,190,O2+ -ELASTIC,-0.05583654046536493,0.05583654046536493,0.1687681428558161
input_07_ar4p,AR4P,rate_const_080,80,H- -ELASTIC,-0.053578330215118264,0.053578330215118264,0.18669011320867185
input_07_ar4p,AR4P,rate_const_066,66,AR2+ -MOMTIC,-0.053405578621849505,0.053405578621849505,0.18811679336440396
input_07_ar4p,AR4P,rate_const_202,202,O+ -ELASTIC,-0.053405578621849505,0.053405578621849505,0.18811679336440396
input_07_ar4p,AR4P,rate_const_078,78,H+ -ELASTIC,-0.053405578621849505,0.053405578621849505,0.18811679336440396
input_07_ar4p,AR4P,rate_const_096,96,H2+ -ELASTIC,-0.053405578621849505,0.053405578621849505,0.18811679336440396
input_07_ar4p,AR4P,rate_const_100,100,H3+ -ELASTIC,-0.053405578621849505,0.053405578621849505,0.18811679336440396
input_07_ar4p,AR4P,rate_const_126,126,OH- -MOM,-0.053405578621849505,0.053405578621849505,0.18811679336440396
input_07_ar4p,AR4P,rate_const_167,167,H2O+ -MOMTIC,-0.053405578621849505,0.053405578621849505,0.18811679336440396
input_07_ar4p,AR4P,rate_const_190,190,O2+ -ELASTIC,-0.053405578621849505,0.053405578621849505,0.18811679336440396
input_07_ar4p,AR4P,rate_const_192,192,O2- -MOMENTUM TRANSFER,-0.053405578621849505,0.053405578621849505,0.18811679336440396
input_07_ar4p,AR4P,rate_const_203,203,O- ELASTIC,-0.053405578621849505,0.053405578621849505,0.18811679336440396
input_07_ar4p,AR4P,rate_const_063,63,AR+ -ELASTIC,-0.053405578621849505,0.053405578621849505,0.18811679336440396
input_16_h2,H2,rate_const_080,80,H- -ELASTIC,-0.05332767587051032,0.05332767587051032,0.18876277712427308
input_33_o,O,rate_const_080,80,H- -ELASTIC,-0.05332767587051032,0.05332767587051032,0.18876277712427308
input_33_o,O,rate_const_063,63,AR+ -ELASTIC,-0.05314258433611385,0.05314258433611385,0.19030413116628667
input_33_o,O,rate_const_192,192,O2- -MOMENTUM TRANSFER,-0.05314258433611385,0.05314258433611385,0.19030413116628667
input_33_o,O,rate_const_202,202,O+ -ELASTIC,-0.05314258433611385,0.05314258433611385,0.19030413116628667
input_33_o,O,rate_const_203,203,O- ELASTIC,-0.05314258433611385,0.05314258433611385,0.19030413116628667
input_33_o,O,rate_const_066,66,AR2+ -MOMTIC,-0.05314258433611385,0.05314258433611385,0.19030413116628667
input_33_o,O,rate_const_126,126,OH- -MOM,-0.05314258433611385,0.05314258433611385,0.19030413116628667
input_33_o,O,rate_const_100,100,H3+ -ELASTIC,-0.05314258433611385,0.05314258433611385,0.19030413116628667
input_16_h2,H2,rate_const_190,190,O2+ -ELASTIC,-0.05314258433611385,0.05314258433611385,0.19030413116628667
input_16_h2,H2,rate_const_167,167,H2O+ -MOMTIC,-0.05314258433611385,0.05314258433611385,0.19030413116628667
