Time[s],Electron Density [m^-3],Argon Density [m^-3],AR4SM,AR4SR,AR4SPM,AR4SPR,AR4P,AR4D,AR+,AR2*,AR2+
2.0812396428482319e-07,1168927227904.0,2.3967268811470537e+19,502201.71875,677176.0,202481.125,569669.1875,5.47157833352685e-06,3.735130303539336e-05,8.779466588748619e-05,16724555.0,0.00022028903185855597
2.1107132397446549e-07,1163789991936.0,2.396726221440077e+19,355661.03125,476687.59375,145817.53125,401725.4375,3.3199489735125094e-06,1.7941105397767387e-05,6.358724931487814e-05,12194250.0,0.00011928746971534564
2.1405901406978958e-07,1158848053248.0,2.3967255617331003e+19,250767.1875,334041.78125,104570.828125,282032.15625,2.1973144157527713e-06,0.0,5.1024577260250226e-05,8850627.0,6.52791204629466e-05
2.1708757458327457e-07,1154086207488.0,2.3967249020261237e+19,176029.359375,233027.6875,74676.1484375,197122.359375,1.6147225778695429e-06,0.0,4.4539858208736405e-05,6394465.0,3.667442433652468e-05
2.2015755973825438e-07,1149489905664.0,2.396724242319147e+19,123013.203125,161817.796875,53099.60546875,137155.796875,1.3029584806645287e-06,2.2576221454073675e-05,4.119193908991292e-05,4598483.0,2.1648458641720936e-05
2.232695521797723e-07,1145045516288.0,2.3967233627098448e+19,85576.515625,111851.5390625,37593.78125,94998.9140625,1.1522733984747902e-06,0.0,3.9450180338462815e-05,3291415.5,1.3824534107698128e-05
2.2642412034201698e-07,1140740325376.0,2.396722703002868e+19,59261.62109375,76954.6953125,26498.984375,65498.36328125,1.0711568165788776e-06,8.794914378995601e-07,3.85227904189378e-05,2344676.25,9.78355819825083e-06
2.2962184687003173e-07,1136562667520.0,2.3967220432958915e+19,40849.6328125,52697.046875,18595.318359375,44950.078125,1.0263573813062976e-06,2.54625738307368e-05,3.800420745392329e-05,1662221.375,7.71139639255125e-06
2.328633144088599e-07,1132501139456.0,2.3967213835889148e+19,28027.07421875,35915.00390625,12990.0615234375,30704.314453125,9.99812868940353e-07,0.0,3.7688598240492865e-05,1172665.25,6.654243406956084e-06
2.3614913402525417e-07,1128545517568.0,2.396720503979613e+19,19139.2734375,24360.638671875,9032.8935546875,20874.7890625,9.827489293456895e-07,6.899284699102283e-07,3.747240771190263e-05,823217.3125,6.1153864407970104e-06
2.3947990257511265e-07,1124685971456.0,2.396719844272636e+19,13007.857421875,16443.734375,6251.984375,14124.55078125,9.880444622467621e-07,1.361489194096066e-05,3.7304060242604464e-05,575015.4375,5.838533070345875e-06
2.428562595468975e-07,1120913326080.0,2.3967189646633337e+19,8798.2685546875,11045.65625,4306.79833984375,9511.244140625,9.65677145359223e-07,2.807247028613346e-06,3.7158079067012295e-05,399614.4375,5.692842478310922e-06
2.4627877337479736e-07,1117219192832.0,2.3967183049563566e+19,5922.11669921875,7383.13720703125,2952.6064453125,6373.6640625,9.533733305033821e-07,0.0,3.7022033211542293e-05,276293.3125,5.612112090602751e-06
2.497481546015479e-07,1113595445248.0,2.396717425347055e+19,3966.5776367187505,4910.45263671875,2014.3464355468752,4250.13623046875,9.443336921322045e-07,0.0,3.68898945453111e-05,190034.671875,5.563179001910612e-06
2.5326497166133777e-07,1110034612224.0,2.396716765640078e+19,2643.66015625,3249.585205078125,1367.479736328125,2820.15185546875,9.365017490381433e-07,1.114093447540654e-05,3.6758767237188295e-05,130020.1171875,5.5296081882261205e-06
2.568299066751934e-07,1106529746944.0,2.396715886030776e+19,1753.1336669921875,2139.5947265625,923.6911010742189,1861.9544677734375,9.289912554777402e-07,4.05016999138752e-06,3.6627297959057614e-05,88484.5625,5.5033174248819705e-06
2.604436133424315e-07,1103074164736.0,2.3967150064214737e+19,1156.906494140625,1401.82421875,620.849365234375,1223.3525390625,9.216517469212706e-07,0.0,3.6494824598776177e-05,59901.3359375,5.480385880218819e-06
2.641067737840786e-07,1099661967360.0,2.3967143467144966e+19,759.5594482421875,913.7340698242189,415.15081787109375,799.6990966796875,8.999076044347022e-07,3.5155148907506373e-06,3.636107066995464e-05,40330.26953125,5.458919986267574e-06
2.6782001327774196e-07,1096287322112.0,2.396713467105195e+19,496.1143493652344,592.502197265625,276.1547546386719,520.0830078125,9.037629524755176e-07,8.564964446122758e-06,3.62258797395043e-05,27003.546875,5.438019343273481e-06
2.7158409920957643e-07,1092944789504.0,2.396712587495893e+19,322.1722106933594,381.9655456542969,182.63232421875,336.29022216796875,8.9976350636789e-07,2.592571581772063e-05,3.608920087572187e-05,17970.955078125,5.4172592172108125e-06
2.753996568571893e-07,1089629454336.0,2.3967117078865904e+19,208.11764526367188,244.94491577148435,120.13421630859376,216.3169708251953,8.937543611864385e-07,4.567668293020688e-05,3.595101225073449e-05,11892.0869140625,5.39644088348723e-06
2.7926742518502584e-07,1086336532480.0,2.396710828277288e+19,133.7115936279297,156.22445678710935,78.58526611328125,138.39732360839844,8.868626650837541e-07,1.634644650039263e-05,3.581128839869052e-05,7823.626953125,5.37546975465375e-06
2.8318808631411235e-07,1083061698560.0,2.396709948667986e+19,85.44902801513672,99.10881805419922,51.12363815307618,88.07826232910156,8.773904482950456e-07,0.0,3.567003659554757e-05,5117.32275390625,5.35430399395409e-06
2.871624076306034e-07,1079800758272.0,2.3967090690586837e+19,54.303348541259766,62.526275634765625,33.068241119384766,55.74653244018555,8.724634312784474e-07,0.0,3.552724956534803e-05,3327.135498046875,5.332922683010111e-06
2.911910996772349e-07,1076549976064.0,2.3967081894493815e+19,34.315555572509766,39.225433349609375,21.26494407653809,35.086585998535156,8.662059371999932e-07,1.0012037819251418e-05,3.538292367011309e-05,2150.055908203125,5.311316726874793e-06
2.9527490141845197e-07,1073305681920.0,2.3967073098400793e+19,21.56621551513672,24.474361419677734,13.596698760986328,21.964309692382812,8.595781082476607e-07,7.549177098553627e-06,3.523706618580036e-05,1381.124267578125,5.28948248756933e-06
2.994145802404091e-07,1070064533504.0,2.3967064302307766e+19,13.47585391998291,15.183599472045898,8.641745567321777,13.671880722045898,8.529166279913625e-07,1.1905458450200967e-05,3.508966983645223e-05,881.6751098632812,5.267417236609617e-06
3.036109035292611e-07,1066823385088.0,2.396705550621475e+19,8.371602058410645,9.365554809570312,5.459210395812988,8.461479187011719,8.462666301056743e-07,1.635697299207095e-05,3.494073826004751e-05,559.2965698242188,5.245120519248303e-06
3.0786461024945316e-07,1063579156480.0,2.396704451109847e+19,5.170274257659912,5.743494987487793,3.42760968208313,5.206637382507324,8.4363023233891e-07,0.0,3.47902714565862e-05,352.5407409667969,5.222591425990686e-06
3.1217652463055856e-07,1060329226240.0,2.396703571500545e+19,3.1743762493133545,3.5018374919891357,2.138765573501587,3.1853065490722656,8.33574233638501e-07,0.0,3.463825851213187e-05,220.79542541503903,5.199829047342064e-06
3.1654744248044153e-07,1057070841856.0,2.3967026918912426e+19,1.9367380142211912,2.121872901916504,1.3258051872253418,1.93666672706604,8.262330197794655e-07,0.0,3.448471034062095e-05,137.3490447998047,5.17683474754449e-06
3.2097815960696613e-07,1053801709568.0,2.396701592379615e+19,1.174641489982605,1.2782461643218994,0.8167114853858948,1.1706557273864746,8.194871270461591e-07,5.335416972229723e-06,3.432962694205344e-05,84.88728332519531,5.153607162355911e-06
3.254694718179963e-07,1050519404544.0,2.3967007127703126e+19,0.7079036831855774,0.7652300000190735,0.4997476637363434,0.7032101154327393,8.127867090479414e-07,2.35936477110954e-06,3.417299740249291e-05,52.10369110107422,5.130146291776327e-06
3.3002226018652436e-07,1047221960704.0,2.396699613258685e+19,0.4240407347679138,0.45540124177932734,0.3038323223590851,0.4199120104312897,8.060907816798135e-07,0.0,3.4014828997896984e-05,31.769567489624023,5.10645259055309e-06
3.3463732052041456e-07,1043907215360.0,2.3966987336493826e+19,0.25243380665779114,0.2693808674812317,0.1835089474916458,0.24922508001327515,7.994174779923924e-07,0.0,3.3855114452308044e-05,19.240394592285156,5.082525149191497e-06
3.393155054709496e-07,1040573267968.0,2.396697634137755e+19,0.14929606020450592,0.15833044052124023,0.11007266491651536,0.1469736248254776,7.927595788714826e-07,9.801900660022513e-07,3.3693861041683704e-05,11.570199012756348,5.05836487718625e-06
3.4405769611112197e-07,1037218480128.0,2.396696534626127e+19,0.08773684501647949,0.09248431771993637,0.06557806581258774,0.08613444864749908,7.860747359700327e-07,0.0,3.353106149006635e-05,6.909571647644043,5.033970865042647e-06
3.488648019356333e-07,1033841016832.0,2.3966954351144993e+19,0.051226262003183365,0.05368167534470558,0.0388004332780838,0.05015910416841507,7.793959753144009e-07,6.955743288017402e-07,3.336671579745598e-05,4.097231388092041,5.00934356750804e-06
3.5373761875234777e-07,1030439501824.0,2.3966943356028715e+19,0.029712166637182236,0.030959738418459892,0.022796334698796272,0.029021134600043297,7.727057891315782e-07,8.756322813496809e-07,3.3200831239810213e-05,2.412201166152954,4.984482984582428e-06
3.586771413210954e-07,1027012296704.0,2.3966934559935693e+19,0.017118338495492935,0.017739547416567802,0.013298310339450836,0.016681257635354996,7.659899097234303e-07,0.0,3.3033396903192624e-05,1.409858226776123,4.95938866151846e-06
3.6368422229315916e-07,1023558090752.0,2.3966923564819415e+19,0.009795566089451311,0.010097760707139967,0.007701660040766,0.009524756111204624,7.574182063763146e-07,0.0,3.286442006356083e-05,0.8179598450660706,4.9340615078108385e-06
3.6875982800665957e-07,1020075573248.0,2.396691037067988e+19,0.005566636100411415,0.005709686782211065,0.004427743144333363,0.005402001552283764,7.522808687099314e-07,4.155244823778048e-07,3.2693900720914826e-05,0.4710187613964081,4.908500613964861e-06
3.7390483953458897e-07,1016563564544.0,2.3966899375563604e+19,0.0031412888783961535,0.0032068698201328516,0.0025266590528190136,0.003043032716959715,7.457719561898557e-07,0.0,3.252183523727581e-05,0.269183874130249,4.88270688947523e-06
3.7912028005848697e-07,1013020819456.0,2.3966888380447326e+19,0.0017600817373022435,0.0017890672897920012,0.0014309855177998545,0.0017025602282956245,7.390517566818745e-07,0.0,3.2348227250622585e-05,0.15265782177448273,4.856680334341945e-06
3.8440703065134585e-07,1009446289408.0,2.396687738533105e+19,0.0009791121119633315,0.0009914666879922152,0.0008042921544983982,0.0009461743757128717,7.323106956391713e-07,8.55236066854559e-07,3.2173076760955155e-05,0.08590283989906311,4.830420493817655e-06
3.897661429164146e-07,1005839056896.0,2.396686639021477e+19,0.0005405452102422714,0.0005457301740534604,0.0004484534729272127,0.0005222241161391139,7.255610512402201e-07,3.1605684398527956e-06,3.1996387406252325e-05,0.04794410616159439,4.8039287321444135e-06
3.951985547701043e-07,1002198007808.0,2.3966853196075237e+19,0.00029625071329064667,0.00029859362985007465,0.0002481236879248172,0.00028649219893850386,7.187961159615953e-07,4.8876877372094896e-06,3.18181628244929e-05,0.026545673608779907,4.777204594574869e-06
4.007053178156639e-07,998522355712.0,2.396684220095896e+19,0.00016119050269480795,0.00016256522212643176,0.000136235510581173,0.00015638013428542763,7.119645033526468e-07,1.8509559822632584e-06,3.163839573971927e-05,0.0145785603672266,4.750248990603723e-06
4.0628736996950465e-07,994811183104.0,2.3966829006819422e+19,8.710194379091263e-05,8.820231596473604e-05,7.421180634992197e-05,8.506065205438063e-05,7.051081070130749e-07,0.0,3.145710070384666e-05,0.007936211302876472,4.723061920230975e-06
4.119458196782944e-07,991063703552.0,2.396681801170315e+19,4.6729448513360694e-05,4.789745435118675e-05,4.01458382839337e-05,4.630516195902601e-05,6.982895683904644e-07,0.0,3.127427044091746e-05,0.004284644965082407,4.695643838203978e-06
4.1768169012357253e-07,987279196160.0,2.3966804817563615e+19,2.4935730834840797e-05,2.62195426330436e-05,2.159189898520708e-05,2.54088117799256e-05,6.914656296430622e-07,1.1974825611105189e-06,3.108991586486809e-05,0.0022943546064198017,4.667995199270081e-06
4.2349603290858795e-07,983456940032.0,2.396679162342408e+19,1.3268488146422897e-05,1.4653167454525828e-05,1.1574968084460124e-05,1.4232855392037893e-05,6.84647773141478e-07,4.218345111439703e-06,3.090404061367735e-05,0.0012196920579299333,4.640117367671337e-06
4.2938989963658974e-07,979596279808.0,2.396677842928455e+19,7.07011213307851e-06,8.526662895746995e-06,6.21016624791082e-06,8.299763067043386e-06,6.777826229154017e-07,3.3975654787354874e-06,3.0716641049366444e-05,0.000643603561911732,4.612010343407746e-06
4.353644271759549e-07,975696560128.0,2.3966765235145015e+19,3.8066816614446e-06,5.309027983457781e-06,3.3642343169049127e-06,5.177116690902039e-06,6.70924976020615e-07,4.9113355089502875e-06,3.05277353618294e-05,0.00033823150442913175,4.583675035974011e-06
4.414206671299326e-07,971757256704.0,2.396675204100548e+19,2.09625500247057e-06,3.625312501753797e-06,1.86123338608013e-06,3.539759745763149e-06,6.640075298491866e-07,1.6067859860413591e-06,3.03373126371298e-05,0.00017603952437639236,4.555111900117481e-06
4.475597847886093e-07,967777779712.0,2.396673884686595e+19,1.2116466905354173e-06,2.7547696390683996e-06,1.0788648978632407e-06,2.691730514925439e-06,6.5712691821318e-07,3.311350837975624e-06,3.0145391065161675e-05,9.201138891512528e-05,4.526323209574912e-06
4.5378288859865284e-07,963757735936.0,2.3966725652726415e+19,7.527323759859428e-07,2.3020695607556263e-06,6.700295784867194e-07,2.249971657874994e-06,6.501990696961002e-07,7.243082791319466e-07,2.9951974283903837e-05,4.749977233586833e-05,4.497308054851601e-06
4.6009111542844044e-07,959696470016.0,2.396671245858688e+19,5.172262831365516e-07,2.068103412966593e-06,4.5893983724454307e-07,2.0213713014527457e-06,6.432822488022795e-07,4.202256036478503e-07,2.975706593133509e-05,2.4462726287310943e-05,4.468069164431654e-06
4.664856589897682e-07,955593719808.0,2.396669926444735e+19,3.9678101870777027e-07,1.990326381928753e-06,3.5030461731366813e-07,1.8920297861768631e-06,6.363611078086252e-07,0.0,2.956067692139186e-05,1.2593789506354368e-05,4.438606538315071e-06
4.729676845727227e-07,951449026560.0,2.396668387128456e+19,3.3551864930814196e-07,1.9023218555958008e-06,2.94901411734827e-07,1.835346893130918e-06,6.294382615124051e-07,0.0,2.9362812711042352e-05,6.623105491598835e-06,4.408921995491255e-06
4.795383574673906e-07,947261931520.0,2.3966670677145027e+19,3.0759380820200027e-07,1.8554241023593931e-06,2.699568995012669e-07,1.8079255141856263e-06,6.225322408681677e-07,2.052030367849511e-06,2.9163486033212394e-05,4.566571078612469e-06,4.379016900202259e-06
4.861989850724058e-07,943032238080.0,2.396665528398224e+19,2.915987806773046e-07,1.833131022976886e-06,2.555680111981929e-07,1.7896480812851223e-06,6.155917731121009e-07,9.842400459092462e-07,2.896270052588079e-05,3.1236565973813413e-06,4.348891707195435e-06
4.929507326778548e-07,938759553024.0,2.3966642089842704e+19,2.8114624228692264e-07,1.817471229514922e-06,2.4607609816484915e-07,1.7760316950443666e-06,6.086468715693628e-07,0.0,2.8760472559952177e-05,1.9614626580732875e-06,4.318549599702237e-06
4.997947939955338e-07,934443614208.0,2.3966626696679916e+19,2.745725851127645e-07,1.7730884565025915e-06,2.402238408194535e-07,1.772286282175628e-06,6.017020837134623e-07,0.0,2.855680577340536e-05,1.2744062587444205e-06,4.287991032470018e-06
5.067325332674955e-07,930084159488.0,2.3966611303517127e+19,2.6794376140060194e-07,1.7828444924816722e-06,2.3602267162914361e-07,1.760196596478636e-06,5.947696877228736e-07,0.0,2.8351716537144966e-05,8.007092446860042e-07,4.257218279235531e-06
5.137652010489547e-07,925680992256.0,2.3966595910354338e+19,2.6757314230962953e-07,1.7850742324299065e-06,2.3495368850490197e-07,1.7532486253912791e-06,5.878433171346842e-07,6.180316631798632e-07,2.814521394611802e-05,1.048267336045683e-06,4.226232249493478e-06
5.208940478951263e-07,921233981440.0,2.396658051719155e+19,2.689957341317495e-07,1.7850662743512655e-06,2.362732942629009e-07,1.7495854081062134e-06,5.809250751553919e-07,1.772869040905789e-06,2.7937312552239742e-05,1.844701273512328e-06,4.1950361264753155e-06
5.281204380480631e-07,916742864896.0,2.396656512402876e+19,2.6725859925136325e-07,1.7801761487135082e-06,2.3471464771773753e-07,1.7434405208405224e-06,5.739859147979588e-07,9.54159077082295e-07,2.7728025088435967e-05,1.7817694697441766e-06,4.1636308196757454e-06
5.354456789063988e-07,912207577088.0,2.396654973086597e+19,2.6452821089151257e-07,1.7735785604600096e-06,2.3228461998314745e-07,1.7365877056363388e-06,5.670558493875433e-07,5.283262680677582e-07,2.751736428763252e-05,1.5144687495194376e-06,4.132019057578873e-06
5.428711347121862e-07,907627986944.0,2.3966534337703182e+19,2.6229565719404496e-07,1.7671791283646598e-06,2.3040040275645882e-07,1.730340613903536e-06,5.601375505648322e-07,6.60961632092949e-07,2.730534652073402e-05,1.4197172504282207e-06,4.1002026591741014e-06
5.503982265508967e-07,903004028928.0,2.3966516745517138e+19,2.5554027160978876e-07,0.0,2.2698816337651809e-07,1.0658106930350186e-06,5.532203317670793e-07,0.0,2.7091986339655705e-05,8.167404530468049e-07,4.068184352945536e-06
5.580282618211642e-07,898335703040.0,2.396650135235435e+19,2.5260712277486164e-07,1.0625931281538217e-06,2.2425255963298699e-07,1.4584040854970226e-06,5.463153343043814e-07,0.0,2.6877300115302205e-05,5.277958621263679e-07,4.035966412629932e-06
5.6576266160846e-07,893622943744.0,2.3966483760168305e+19,2.518197845802206e-07,1.4789980014029425e-06,2.2277275490978354e-07,1.6103635971376209e-06,5.394242634793045e-07,0.0,2.666130239958875e-05,6.05634568273672e-07,4.003551566711394e-06
5.736029038416746e-07,888865816576.0,2.3966468367005516e+19,2.518092685477314e-07,1.6385851040467967e-06,2.223240755938605e-07,1.6671245930410803e-06,5.325487109075767e-07,5.756041900895071e-07,2.644401502038818e-05,9.278832067138865e-07,3.970942088926677e-06
5.815504096062797e-07,884064321536.0,2.396645077481947e+19,2.4978552914944885e-07,1.6951451016211647e-06,2.202161226705357e-07,1.684376456978498e-06,5.256760005067918e-07,0.0,2.622545434860513e-05,7.701565323259274e-07,3.938141617254587e-06
5.896066568311653e-07,879218524160.0,2.3966433182633427e+19,2.483756134097348e-07,1.7132344964920776e-06,2.1894739177241723e-07,1.6878088899829893e-06,5.188250611354306e-07,8.064370149440947e-08,2.6005638574133627e-05,8.457815852125351e-07,3.9051515159371775e-06
5.977731234452223e-07,874328555520.0,2.3966415590447383e+19,2.4733242298680125e-07,1.7167724308819745e-06,2.181667326794923e-07,1.6861492895259287e-06,5.119928232488747e-07,5.415606096903502e-07,2.5784591343835928e-05,1.0494310345166014e-06,3.871976332447956e-06
6.060512873773405e-07,869394612224.0,2.3966397998261334e+19,2.460156451888907e-07,1.7144245703093477e-06,2.1717349341088266e-07,1.6821603594507906e-06,5.051754783380602e-07,6.010880042595091e-07,2.5562325390637852e-05,1.1827768275907149e-06,3.838618340523681e-06
6.144427402432484e-07,864416759808.0,2.3966380406075298e+19,2.9822237479493197e-07,2.023020670094411e-06,2.490816655154049e-07,1.956906544364756e-06,7.13416170583514e-07,4.957245991477067e-08,2.5338871637359265e-05,1.270037614631292e-06,3.8050811781431553e-06
6.229489599718364e-07,859395260416.0,2.396636281388925e+19,2.6473324510334356e-07,1.8398645806882996e-06,2.2874209548717775e-07,1.7934419247467304e-06,5.001394924875058e-07,4.942669988849957e-07,2.5114246454904787e-05,1.2429495654942002e-06,3.771367801164161e-06
6.315715381788323e-07,854330310656.0,2.396634302267995e+19,2.476166685028147e-07,1.7451120584155433e-06,2.169543904528837e-07,1.7081033547583502e-06,4.851633548241807e-07,0.0,2.4888477128115483e-05,9.886092584565633e-07,3.73748207493918e-06
6.403121233233834e-07,849222172672.0,2.3966325430493905e+19,2.401603182988765e-07,1.7070144622266523e-06,2.1174402320411903e-07,1.6736497627789504e-06,4.781189772984363e-07,0.0,2.4661583665874787e-05,9.24555934034288e-07,3.703427637447021e-06
6.491723070212175e-07,844071174144.0,2.3966305639284605e+19,2.386245796515141e-07,1.6921393353186431e-06,2.1124198212874037e-07,1.660322823227034e-06,4.714123065241438e-07,1.0315153531337271e-06,2.4433593353023753e-05,1.5229526297844131e-06,3.6692081266664896e-06
6.581536808880628e-07,838877577216.0,2.396628804709856e+19,2.375228405071539e-07,1.683729578871862e-06,2.1073837785934307e-07,1.652726496104151e-06,4.647363880394551e-07,1.1635720511549152e-06,2.4204533474403434e-05,1.8730520423559936e-06,3.6348274079500698e-06
6.672578933830665e-07,833641840640.0,2.396626825588926e+19,2.3414197869442435e-07,1.6751181419749628e-06,2.0781328657903941e-07,1.6446819017801315e-06,4.5807914261786214e-07,6.01698957325425e-07,2.397442403889727e-05,1.5198378378045163e-06,3.600289346650243e-06
6.764867066522129e-07,828364292096.0,2.396624846467996e+19,2.3008517757716618e-07,1.6665462680975909e-06,2.0416302959347377e-07,1.6365904684789712e-06,4.514539000410878e-07,0.0,2.3743299607303925e-05,1.0025029268945218e-06,3.5655982628668426e-06
6.858417691546492e-07,823045390336.0,2.396622867347066e+19,2.2820213985141893e-07,1.6603952417426626e-06,2.0265576949896058e-07,1.6308783870044865e-06,4.4487075001597987e-07,5.017051307731891e-07,2.351118382648565e-05,1.064456341737241e-06,3.530758249326027e-06
6.953248430363601e-07,817685528576.0,2.396620888226136e+19,2.2647370201411834e-07,1.654492734814994e-06,2.0129277800151613e-07,1.6254080037469976e-06,4.383179543765437e-07,5.291190063871909e-07,2.3278109438251704e-05,1.1349117130521336e-06,3.4957736261276295e-06
7.049376335999115e-07,812285296640.0,2.3966186892028805e+19,2.2453895098806242e-07,1.648429929446138e-06,1.9972013376445835e-07,1.6197714103327598e-06,4.3179932163184276e-07,4.986376325177845e-07,2.3044105546432547e-05,1.1429385722294685e-06,3.46064939549251e-06
7.146819029912877e-07,806845153280.0,2.3966167100819505e+19,2.2530807086695861e-07,2.6016718948085327e-06,1.9822674346414717e-07,1.602727138561022e-06,4.253177792179486e-07,5.239703568804543e-07,2.2809197616879828e-05,1.3244546153146075e-06,3.4253891953994753e-06
7.245595270433114e-07,801365688320.0,2.3966147309610205e+19,2.2160777746194074e-07,1.9211381641071057e-06,1.9585830557389275e-07,1.6044376707213814e-06,4.1887037127708027e-07,0.0,2.257342384837102e-05,1.0553549145697616e-06,3.389998937564087e-06
7.345722679019674e-07,795847491584.0,2.396612531937765e+19,2.1986019760333877e-07,1.7129704019680505e-06,1.9398008532789393e-07,1.6010056924642413e-06,4.1246727278121403e-07,2.526755906728795e-07,2.2336815163725987e-05,9.48549541135435e-07,3.3544827147125034e-06
7.447220582434967e-07,790291283968.0,2.3966103329145094e+19,2.1635027280808575e-07,1.647386852710042e-06,1.9227159953061346e-07,1.5960522432578728e-06,4.0610521523376525e-07,2.9480412422344676e-07,2.2099400666775185e-05,9.128727924689885e-07,3.318845529065584e-06
7.550106033704652e-07,784697655296.0,2.396608133891254e+19,2.137684020908637e-07,1.6240425111391232e-06,1.9051582000884082e-07,1.5905815189398709e-06,3.997850512860168e-07,2.586914149560471e-07,2.1861220375285484e-05,8.73588703598216e-07,3.2830930649652146e-06
7.654400064893708e-07,779067260928.0,2.3966059348679983e+19,2.120461317645095e-07,1.6135942360051558e-06,1.8929119960375829e-07,1.5855166566325352e-06,3.9351158420686266e-07,4.301276703699842e-07,2.1622305212076753e-05,9.81501102614857e-07,3.24723009725858e-06
7.760120297461981e-07,773401018368.0,2.3966037358447428e+19,2.1013990192386703e-07,1.6064257124526191e-06,1.8777708987727237e-07,1.58015836859704e-06,3.8728168760826525e-07,4.2397880406497284e-07,2.1382693375926465e-05,1.006270622383454e-06,3.2112620829138905e-06
7.867287195040263e-07,767699582976.0,2.3966015368214872e+19,2.0865152805527035e-07,1.600145310476364e-06,1.8668507095753742e-07,1.5746941244287882e-06,3.8056799667174346e-07,5.322507945493272e-07,2.114241760864388e-05,1.16085186618875e-06,3.175194478899357e-06
7.975920084390964e-07,761963806720.0,2.396599117895906e+19,2.07550044706295e-07,1.5954185528244125e-06,1.8589715011785304e-07,1.5704396219007322e-06,3.749595691715513e-07,6.558449854310312e-07,2.0901521565974687e-05,1.36071537326643e-06,3.1390331969305407e-06
8.086038860710687e-07,756194476032.0,2.3965969188726505e+19,2.126845970451541e-07,1.6316655546688708e-06,1.8856555072943593e-07,1.5992114867913187e-06,3.823086842658086e-07,5.19931177223043e-07,2.0660039808717556e-05,1.308852574766206e-06,3.102783921349328e-06
8.19766455606441e-07,750392639488.0,2.3965944999470694e+19,2.048765850304335e-07,1.5950785154927871e-06,1.830663620694395e-07,1.5688024177507032e-06,3.630430853718281e-07,4.2756545326483325e-07,2.041801235463936e-05,1.134167860072921e-06,3.066452336497605e-06
8.310817634082924e-07,744559083520.0,2.3965920810214883e+19,2.0146094925621585e-07,1.5805240991539904e-06,1.8059104434087206e-07,1.5562260387014248e-06,3.5687097010850266e-07,5.141008614373277e-07,2.017547558352817e-05,1.172625616163714e-06,3.0300443540909328e-06
8.425518558397017e-07,738694856704.0,2.3965896620959072e+19,1.991542006862801e-07,1.5726216133771231e-06,1.7877475499972206e-07,1.5491089015995383e-06,3.5094109307465265e-07,4.980781795893564e-07,1.993247678910848e-05,1.1894626368302852e-06,2.9935665679658996e-06
8.541788929505857e-07,732800942080.0,2.396587243170326e+19,1.9621106162048818e-07,1.5655226661692725e-06,1.7620493508729854e-07,1.542489258099522e-06,3.450668089044484e-07,3.3102850238719844e-07,1.968905417015776e-05,9.686997373137274e-07,2.957024889838067e-06
8.659649779474422e-07,726878388224.0,2.3965846043424195e+19,1.7816526565184176e-07,1.5599503058183473e-06,1.7474269498052308e-07,1.5373229871329386e-06,3.392526366496896e-07,4.3850593556271633e-07,1.94452495634323e-05,1.0318967724742834e-06,2.920425686170347e-06
8.779122708801879e-07,720928243712.0,2.3965821854168383e+19,1.8858479222672034e-07,1.5542423170700204e-06,1.7301226762356237e-07,1.5319932344937115e-06,3.334940572585765e-07,3.920607127838594e-07,1.9201106624677777e-05,1.0125799008164904e-06,2.8837753234256525e-06
8.900230454855773e-07,714951622656.0,2.3965795465889317e+19,1.8968320603107713e-07,1.5488307099076335e-06,1.7151414510863108e-07,1.5269541790985386e-06,3.277948508184636e-07,4.2123966181861766e-07,1.895666719065048e-05,1.0536789432080695e-06,2.8470806228142465e-06
9.022995186569461e-07,708949639168.0,2.3965771276633506e+19,1.8685283009745038e-07,1.1174016663062505e-06,1.694777296279426e-07,1.3813814803143032e-06,3.221591384772183e-07,3.937104224860377e-07,1.8711980374064296e-05,8.880702466740332e-07,2.810348178172717e-06
9.147439641310485e-07,702923538432.0,2.396574488835444e+19,1.859446001617471e-07,1.4449764194068848e-06,1.681152212995585e-07,1.4860922874504467e-06,3.165756368161965e-07,4.1997327571152715e-07,1.846708983066492e-05,1.0064051139124786e-06,2.773584810711327e-06
9.273586556446389e-07,696874500096.0,2.3965718500075373e+19,1.8287825298557436e-07,1.5123011962714372e-06,1.6627049603812338e-07,1.5048142358864425e-06,3.110571071829327e-07,3.6964522109883546e-07,1.8222039216198027e-05,9.734984587339568e-07,2.73679734164034e-06
9.40145923777891e-07,690803703808.0,2.3965689912773046e+19,1.820831556642588e-07,1.522578600088309e-06,1.6462219321056184e-07,1.504929173279379e-06,3.0560207164853637e-07,3.7161078125791397e-07,1.7976879462366924e-05,9.814783652473125e-07,2.6999930469173705e-06
9.531080991109775e-07,684712525824.0,2.3965663524493984e+19,1.800217006575622e-07,1.520161390544672e-06,1.6260348445484854e-07,1.5006495459601863e-06,3.0020970598343416e-07,3.1971677572073537e-07,1.7731654224917293e-05,8.921217613533373e-07,2.663178747752682e-06
9.6624762591091e-07,678602211328.0,2.3965634937191666e+19,2.3659823966681875e-07,1.5156117569858909e-06,1.6100585753520138e-07,1.4959723557694815e-06,2.9488271025002177e-07,3.4322016517762677e-07,1.7486414435552433e-05,9.230028581441728e-07,2.6263619474775624e-06
