density_group_id,species_id,species_label,min_value,max_value,range_value,is_constant_within_group
2,47,PDEP,0.0,0.0,0.0,True
2,48,M,0.0,0.0,0.0,True
2,49,MIS,0.0,0.0,0.0,True
3,1,E,1.288e-07,1.288e-07,0.0,True
3,2,AR3S,0.98,0.98,0.0,True
3,3,AR4SM,5.621e-07,5.621e-07,0.0,True
3,4,AR4SR,1.15e-06,1.15e-06,0.0,True
3,5,AR4SPM,1.295e-07,1.295e-07,0.0,True
3,6,AR4SPR,9.494e-07,9.494e-07,0.0,True
3,7,AR4P,7.027e-07,7.027e-07,0.0,True
3,8,AR4D,8.95e-09,8.95e-09,0.0,True
