global_case_id,density_group_id,local_case_id,max_reaction_id,max_reaction_label,max_rate_const,count,min,max,mean,median,std,p01,p05,p25,p50,p75,p95,p99,sum,zero_count,nonzero_count,positive_count,negative_count,unique_count
84,3,26,80,H- -ELASTIC,1.141e-05,204.0,0.0,1.141e-05,7.307802830240236e-07,1.941e-09,2.6641637575059103e-06,0.0,1.84935e-13,1.0694000000000001e-10,1.941e-09,6.12625e-08,1.136e-05,1.136e-05,0.0001490791777369008,5.0,199.0,199.0,0.0,182.0
85,3,27,80,H- -ELASTIC,9.696e-06,204.0,0.0,9.696e-06,6.317603388676508e-07,2.8415e-09,2.2510819364403335e-06,0.0,5.88625e-13,1.6444999999999999e-10,2.8415e-09,6.473e-08,9.595e-06,9.59697e-06,0.00012887910912900077,5.0,199.0,199.0,0.0,185.0
86,3,28,80,H- -ELASTIC,8.42e-06,204.0,0.0,8.42e-06,5.578605161338269e-07,3.814e-09,1.9395665655208937e-06,0.0,1.0959000000000002e-12,2.0909999999999998e-10,3.814e-09,6.457500000000001e-08,8.258e-06,8.26294e-06,0.00011380354529130069,5.0,199.0,199.0,0.0,183.0
87,3,29,80,H- -ELASTIC,7.444e-06,204.0,0.0,7.444e-06,5.012746636014737e-07,4.112e-09,1.6994350671446656e-06,0.0,1.0873150000000006e-12,2.31925e-10,4.112e-09,6.347e-08,7.221e-06,7.2318800000000005e-06,0.00010226003137470063,5.0,199.0,199.0,0.0,187.0
88,4,1,63,AR+ -ELASTIC,0.00413,204.0,0.0,0.00413,0.00024296379440970033,0.0,0.0009717590568027362,0.0,0.0,0.0,0.0,1.3722499999999999e-09,0.00413,0.00413,0.04956461405957887,118.0,86.0,86.0,0.0,67.0
89,4,2,63,AR+ -ELASTIC,0.004127,204.0,0.0,0.004127,0.00024278732413931422,0.0,0.0009710531743706467,0.0,0.0,0.0,0.0,1.3742499999999999e-09,0.004127,0.004127,0.0495286141244201,106.0,98.0,98.0,0.0,79.0
90,4,3,63,AR+ -ELASTIC,0.004099,204.0,0.0,0.004099,0.00024114025408551742,0.0,0.0009644649418877806,0.0,0.0,0.0,0.0,1.38475e-09,0.004099,0.004099,0.04919261183344555,105.0,99.0,99.0,0.0,80.0
91,4,4,63,AR+ -ELASTIC,0.003715,204.0,0.0,0.003715,0.00021855180826369026,0.0,0.0008741120534502147,0.0,0.0,0.0,0.0,1.4660000000000001e-09,0.003715,0.003715,0.04458456888579281,105.0,99.0,99.0,0.0,80.0
92,4,5,63,AR+ -ELASTIC,0.002262,204.0,0.0,0.002262,0.00013308044504043264,0.0,0.0005322298952559498,0.0,0.0,0.0,0.0,2.3285e-09,0.002262,0.002262,0.02714841078824826,105.0,99.0,99.0,0.0,80.0
93,4,6,63,AR+ -ELASTIC,0.0006385,204.0,0.0,0.0006385,3.758111528520137e-05,9.1585e-13,0.0001502297362491661,0.0,0.0,0.0,9.1585e-13,7.08225e-09,0.0006385,0.0006385,0.00766654751818108,82.0,122.0,122.0,0.0,104.0
94,4,7,63,AR+ -ELASTIC,8.358e-05,204.0,0.0,8.358e-05,4.948591995551236e-06,8.0965e-11,1.9658064929242864e-05,0.0,0.0,3.159e-16,8.0965e-11,2.779e-08,8.358e-05,8.358e-05,0.001009512767092452,29.0,175.0,175.0,0.0,158.0
95,4,8,63,AR+ -ELASTIC,3.741e-05,204.0,0.0,3.741e-05,2.2409176715110402e-06,2.2515e-10,8.793037421092758e-06,0.0,9.799500000000022e-22,6.2495e-15,2.2515e-10,3.25175e-08,3.741e-05,3.741e-05,0.0004571472049882522,11.0,193.0,193.0,0.0,176.0
96,4,9,63,AR+ -ELASTIC,2.674e-05,204.0,0.0,2.674e-05,1.6181915811955527e-06,3.567e-10,6.281793303525739e-06,0.0,3.505855000000008e-21,2.94775e-13,3.567e-10,3.266e-08,2.674e-05,2.674e-05,0.00033011108256389275,10.0,194.0,194.0,0.0,176.0
97,4,10,63,AR+ -ELASTIC,2.316e-05,204.0,0.0,2.316e-05,1.4100922611454993e-06,5.502e-10,5.4391883227206685e-06,0.0,7.076250000000011e-21,1.070625e-12,5.502e-10,3.252e-08,2.316e-05,2.316e-05,0.00028765882127368186,7.0,197.0,197.0,0.0,180.0
98,4,11,63,AR+ -ELASTIC,2.165e-05,204.0,0.0,2.165e-05,1.322518085476777e-06,5.912e-10,5.0837905498487286e-06,0.0,1.1562650000000014e-20,2.06175e-12,5.912e-10,3.32425e-08,2.165e-05,2.165e-05,0.0002697936894372625,6.0,198.0,198.0,0.0,180.0
99,4,12,63,AR+ -ELASTIC,2.007e-05,204.0,0.0,2.007e-05,1.230970306928047e-06,6.4845e-10,4.7119385597091025e-06,0.0,5.497550000000006e-20,4.648e-12,6.4845e-10,3.5025e-08,2.007e-05,2.007e-05,0.0002511179426133216,6.0,198.0,198.0,0.0,181.0
100,4,13,63,AR+ -ELASTIC,1.911e-05,204.0,0.0,1.911e-05,1.1753866936191111e-06,7.2705e-10,4.4860193493900745e-06,0.0,1.4587500000000005e-19,6.81125e-12,7.2705e-10,3.72575e-08,1.911e-05,1.911e-05,0.00023977888549829866,6.0,198.0,198.0,0.0,180.0
101,4,14,63,AR+ -ELASTIC,1.84e-05,204.0,0.0,1.84e-05,1.1343034433237823e-06,8.0725e-10,4.318942616301653e-06,0.0,2.60015e-19,1.1988750000000001e-11,8.0725e-10,3.8637500000000004e-08,1.84e-05,1.84e-05,0.0002313979024380516,6.0,198.0,198.0,0.0,181.0
102,4,15,63,AR+ -ELASTIC,1.783e-05,204.0,0.0,1.783e-05,1.1013457534948222e-06,8.428e-10,4.1848162961569924e-06,0.0,3.416050000000001e-19,1.61625e-11,8.428e-10,3.966e-08,1.783e-05,1.783e-05,0.00022467453371294375,6.0,198.0,198.0,0.0,182.0
103,4,16,63,AR+ -ELASTIC,1.694e-05,204.0,0.0,1.694e-05,1.0499497177763827e-06,8.606499999999999e-10,3.975400885440573e-06,0.0,3.7820150000000085e-18,2.02525e-11,8.606499999999999e-10,4.20325e-08,1.694e-05,1.694e-05,0.00021418974242638206,6.0,198.0,198.0,0.0,182.0
104,4,17,63,AR+ -ELASTIC,1.624e-05,204.0,0.0,1.624e-05,1.0095829508376375e-06,9.4715e-10,3.8107037325232806e-06,0.0,4.235925000000009e-17,2.2485e-11,9.4715e-10,4.4455e-08,1.624e-05,1.624e-05,0.00020595492197087806,5.0,199.0,199.0,0.0,181.0
105,4,18,80,H- -ELASTIC,1.553e-05,204.0,0.0,1.553e-05,9.681687684163661e-07,1.0682e-09,3.641510887063448e-06,0.0,3.477630000000008e-16,2.4497499999999997e-11,1.0682e-09,4.7312499999999994e-08,1.552e-05,1.552e-05,0.0001975064287569387,5.0,199.0,199.0,0.0,183.0
106,4,19,63,AR+ -ELASTIC,1.493e-05,204.0,0.0,1.493e-05,9.342181251648941e-07,1.136e-09,3.502520149540795e-06,0.0,1.367945000000003e-15,3.2315e-11,1.136e-09,4.96e-08,1.493e-05,1.493e-05,0.0001905804975336384,5.0,199.0,199.0,0.0,180.0
107,4,20,63,AR+ -ELASTIC,1.441e-05,204.0,0.0,1.441e-05,9.043724768740288e-07,1.1950000000000001e-09,3.38020570487968e-06,0.0,2.8403400000000054e-15,4.16775e-11,1.1950000000000001e-09,5.18425e-08,1.441e-05,1.441e-05,0.00018449198528230188,5.0,199.0,199.0,0.0,182.0
108,4,21,80,H- -ELASTIC,1.396e-05,204.0,0.0,1.396e-05,8.780631632051945e-07,1.2515e-09,3.272211067507097e-06,0.0,5.417100000000009e-15,5.10325e-11,1.2515e-09,5.3925e-08,1.395e-05,1.395e-05,0.00017912488529385967,5.0,199.0,199.0,0.0,183.0
109,4,22,80,H- -ELASTIC,1.342e-05,204.0,0.0,1.342e-05,8.466346481277738e-07,1.3225e-09,3.1430672702425992e-06,0.0,1.1472200000000016e-14,5.13375e-11,1.3225e-09,5.6542500000000005e-08,1.34e-05,1.34e-05,0.00017271346821806587,5.0,199.0,199.0,0.0,182.0
110,4,23,80,H- -ELASTIC,1.294e-05,204.0,0.0,1.294e-05,8.192335035385483e-07,1.4145e-09,3.0302055632138273e-06,0.0,2.9551000000000026e-14,6.56875e-11,1.4145e-09,5.8205e-08,1.292e-05,1.292e-05,0.00016712363472186386,5.0,199.0,199.0,0.0,182.0
111,4,24,80,H- -ELASTIC,1.249e-05,204.0,0.0,1.249e-05,7.930530492666217e-07,1.6444999999999999e-09,2.9222640347313208e-06,0.0,7.959300000000002e-14,6.791499999999999e-11,1.6444999999999999e-09,5.80425e-08,1.246e-05,1.246e-05,0.00016178282205039083,5.0,199.0,199.0,0.0,183.0
112,4,25,80,H- -ELASTIC,1.19e-05,204.0,0.0,1.19e-05,7.589921335841708e-07,1.8235000000000002e-09,2.7814451749438877e-06,0.0,1.8870000000000002e-13,9.73625e-11,1.8235000000000002e-09,5.86675e-08,1.186e-05,1.186e-05,0.00015483439525117084,5.0,199.0,199.0,0.0,182.0
113,4,26,80,H- -ELASTIC,1.137e-05,204.0,0.0,1.137e-05,7.284273413573569e-07,1.941e-09,2.6547726161578816e-06,0.0,1.84935e-13,1.0694000000000001e-10,1.941e-09,6.12625e-08,1.132e-05,1.132e-05,0.0001485991776369008,5.0,199.0,199.0,0.0,182.0
114,4,27,80,H- -ELASTIC,9.664e-06,204.0,0.0,9.664e-06,6.298725932303959e-07,2.8415e-09,2.2435599411258376e-06,0.0,5.88625e-13,1.6444999999999999e-10,2.8415e-09,6.473e-08,9.563e-06,9.56497e-06,0.00012849400901900076,5.0,199.0,199.0,0.0,185.0
115,4,28,80,H- -ELASTIC,8.393e-06,204.0,0.0,8.393e-06,5.562183053495132e-07,3.814e-09,1.933035034641271e-06,0.0,1.0959000000000002e-12,2.0909999999999998e-10,3.814e-09,6.457500000000001e-08,8.23e-06,8.234939999999999e-06,0.0001134685342913007,5.0,199.0,199.0,0.0,183.0
116,4,29,80,H- -ELASTIC,7.42e-06,204.0,0.0,7.42e-06,4.99857996934807e-07,4.112e-09,1.6938155414087835e-06,0.0,1.0873150000000006e-12,2.31925e-10,4.112e-09,6.347e-08,7.197e-06,7.20788e-06,0.00010197103137470064,5.0,199.0,199.0,0.0,187.0
117,5,1,63,AR+ -ELASTIC,0.004111,204.0,0.0,0.004111,0.00024184614248872475,0.0,0.0009672884697922991,0.0,0.0,0.0,0.0,1.3775e-09,0.004111,0.004111,0.04933661306769985,118.0,86.0,86.0,0.0,67.0
118,5,2,63,AR+ -ELASTIC,0.004108,204.0,0.0,0.004108,0.00024166967131560266,0.0,0.0009665825875857971,0.0,0.0,0.0,0.0,1.37925e-09,0.004108,0.004108,0.04930061294838294,106.0,98.0,98.0,0.0,79.0
119,5,3,63,AR+ -ELASTIC,0.004085,204.0,0.0,0.004085,0.00024031672133368424,0.0,0.0009611708250830573,0.0,0.0,0.0,0.0,1.38875e-09,0.004085,0.004085,0.04902461115207159,105.0,99.0,99.0,0.0,80.0
120,5,4,63,AR+ -ELASTIC,0.003739,204.0,0.0,0.003739,0.0002199635954345972,0.0,0.0008797591066492307,0.0,0.0,0.0,0.0,1.4655e-09,0.003739,0.003739,0.044872573468657834,105.0,99.0,99.0,0.0,80.0
121,5,5,63,AR+ -ELASTIC,0.002301,204.0,0.0,0.002301,0.0001353745872501658,0.0,0.0005414063596517,0.0,0.0,0.0,0.0,2.308e-09,0.002301,0.002301,0.02761641579903382,105.0,99.0,99.0,0.0,80.0
122,5,6,63,AR+ -ELASTIC,0.000647,204.0,0.0,0.000647,3.8081108176604003e-05,9.202e-13,0.0001522297378413481,0.0,0.0,0.0,9.202e-13,7.04175e-09,0.000647,0.000647,0.007768546068027216,82.0,122.0,122.0,0.0,104.0
123,5,7,63,AR+ -ELASTIC,8.39e-05,204.0,0.0,8.39e-05,4.9674054181537535e-06,8.1e-11,1.973336061325822e-05,0.0,0.0,3.2899999999999997e-16,8.1e-11,2.77675e-08,8.39e-05,8.39e-05,0.0010133507053033657,29.0,175.0,175.0,0.0,158.0
124,5,8,63,AR+ -ELASTIC,3.744e-05,204.0,0.0,3.744e-05,2.242672416368928e-06,2.2485e-10,8.800097712071875e-06,0.0,1.0077000000000025e-21,6.2945e-15,2.2485e-10,3.25175e-08,3.744e-05,3.744e-05,0.00045750517293926136,11.0,193.0,193.0,0.0,176.0
125,5,9,63,AR+ -ELASTIC,2.674e-05,204.0,0.0,2.674e-05,1.6181816121429491e-06,3.5645e-10,6.281795202342264e-06,0.0,3.615130000000008e-21,2.9425000000000003e-13,3.5645e-10,3.266e-08,2.674e-05,2.674e-05,0.00033010904887716163,10.0,194.0,194.0,0.0,177.0
126,5,10,63,AR+ -ELASTIC,2.315e-05,204.0,0.0,2.315e-05,1.409497736168e-06,5.498e-10,5.436837286485373e-06,0.0,7.283200000000013e-21,1.0696749999999999e-12,5.498e-10,3.252e-08,2.315e-05,2.315e-05,0.000287537538178272,7.0,197.0,197.0,0.0,179.0
127,5,11,63,AR+ -ELASTIC,2.163e-05,204.0,0.0,2.163e-05,1.3213381805776468e-06,5.909999999999999e-10,5.079086983884194e-06,0.0,1.1894050000000013e-20,2.0605e-12,5.909999999999999e-10,3.32375e-08,2.163e-05,2.163e-05,0.00026955298883783995,6.0,198.0,198.0,0.0,180.0
128,5,12,63,AR+ -ELASTIC,2.005e-05,204.0,0.0,2.005e-05,1.2297923767638898e-06,6.482999999999999e-10,4.707235129713234e-06,0.0,5.568750000000007e-20,4.64775e-12,6.482999999999999e-10,3.50225e-08,2.005e-05,2.005e-05,0.00025087764485983354,6.0,198.0,198.0,0.0,181.0
129,5,13,63,AR+ -ELASTIC,1.909e-05,204.0,0.0,1.909e-05,1.1742090698225845e-06,7.269e-10,4.481316200812749e-06,0.0,1.4868000000000006e-19,6.81025e-12,7.269e-10,3.72575e-08,1.909e-05,1.909e-05,0.00023953865024380725,6.0,198.0,198.0,0.0,178.0
130,5,14,63,AR+ -ELASTIC,1.838e-05,204.0,0.0,1.838e-05,1.1331269050619167e-06,8.072000000000001e-10,4.314239498369789e-06,0.0,2.60015e-19,1.19885e-11,8.072000000000001e-10,3.8637500000000004e-08,1.838e-05,1.838e-05,0.000231157888632631,6.0,198.0,198.0,0.0,181.0
131,5,15,63,AR+ -ELASTIC,1.781e-05,204.0,0.0,1.781e-05,1.1001691607779096e-06,8.4275e-10,4.180113431313896e-06,0.0,3.419650000000001e-19,1.616e-11,8.4275e-10,3.966e-08,1.781e-05,1.781e-05,0.00022443450879869355,6.0,198.0,198.0,0.0,182.0
132,5,16,63,AR+ -ELASTIC,1.692e-05,204.0,0.0,1.692e-05,1.048773092274417e-06,8.606499999999999e-10,3.970698465186044e-06,0.0,3.7820150000000085e-18,2.02525e-11,8.606499999999999e-10,4.20325e-08,1.692e-05,1.692e-05,0.00021394971082398104,6.0,198.0,198.0,0.0,182.0
133,5,17,63,AR+ -ELASTIC,1.622e-05,204.0,0.0,1.622e-05,1.0084059838219512e-06,9.4715e-10,3.8060017204772806e-06,0.0,4.235925000000009e-17,2.2485e-11,9.4715e-10,4.4455e-08,1.622e-05,1.622e-05,0.00020571482069967805,5.0,199.0,199.0,0.0,181.0
134,5,18,63,AR+ -ELASTIC,1.551e-05,204.0,0.0,1.551e-05,9.67531458024209e-07,1.0682e-09,3.6389641627230223e-06,0.0,3.477630000000008e-16,2.4497499999999997e-11,1.0682e-09,4.7312499999999994e-08,1.551e-05,1.551e-05,0.00019737641743693867,5.0,199.0,199.0,0.0,182.0
135,5,19,80,H- -ELASTIC,1.492e-05,204.0,0.0,1.492e-05,9.330901334976883e-07,1.136e-09,3.4980151139852546e-06,0.0,1.367945000000003e-15,3.2315e-11,1.136e-09,4.96e-08,1.491e-05,1.491e-05,0.0001903503872335284,5.0,199.0,199.0,0.0,181.0
136,5,20,80,H- -ELASTIC,1.44e-05,204.0,0.0,1.44e-05,9.032450199033916e-07,1.1950000000000001e-09,3.375701044190461e-06,0.0,2.8403400000000054e-15,4.16775e-11,1.1950000000000001e-09,5.18425e-08,1.439e-05,1.439e-05,0.00018426198406029187,5.0,199.0,199.0,0.0,183.0
137,5,21,80,H- -ELASTIC,1.394e-05,204.0,0.0,1.394e-05,8.768862956512729e-07,1.2515e-09,3.267510938098361e-06,0.0,5.417100000000009e-15,5.10325e-11,1.2515e-09,5.3925e-08,1.393e-05,1.393e-05,0.00017888480431285967,5.0,199.0,199.0,0.0,183.0
138,5,22,80,H- -ELASTIC,1.34e-05,204.0,0.0,1.34e-05,8.459973916964013e-07,1.3225e-09,3.1405215347577847e-06,0.0,1.1472200000000016e-14,5.13375e-11,1.3225e-09,5.6542500000000005e-08,1.339e-05,1.339e-05,0.00017258346790606586,5.0,199.0,199.0,0.0,182.0
139,5,23,80,H- -ELASTIC,1.292e-05,204.0,0.0,1.292e-05,8.180565363277639e-07,1.4145e-09,3.025506835186219e-06,0.0,2.9551000000000026e-14,6.56875e-11,1.4145e-09,5.8205e-08,1.29e-05,1.29e-05,0.00016688353341086384,5.0,199.0,199.0,0.0,182.0
140,5,24,80,H- -ELASTIC,1.248e-05,204.0,0.0,1.248e-05,7.92464273727406e-07,1.6444999999999999e-09,2.919915142336747e-06,0.0,7.959300000000002e-14,6.791499999999999e-11,1.6444999999999999e-09,5.80425e-08,1.245e-05,1.245e-05,0.00016166271184039083,5.0,199.0,199.0,0.0,183.0
141,5,25,80,H- -ELASTIC,1.188e-05,204.0,0.0,1.188e-05,7.58354878687112e-07,1.8235000000000002e-09,2.7789005058767674e-06,0.0,1.8870000000000002e-13,9.73625e-11,1.8235000000000002e-09,5.86675e-08,1.185e-05,1.185e-05,0.00015470439525217084,5.0,199.0,199.0,0.0,182.0
142,5,26,80,H- -ELASTIC,1.136e-05,204.0,0.0,1.136e-05,7.278391011612786e-07,1.941e-09,2.6524248549704892e-06,0.0,1.84935e-13,1.0694000000000001e-10,1.941e-09,6.12625e-08,1.131e-05,1.131e-05,0.00014847917663690082,5.0,199.0,199.0,0.0,182.0
143,5,27,80,H- -ELASTIC,9.655e-06,204.0,0.0,9.655e-06,6.293333770539253e-07,2.8415e-09,2.2414108581046548e-06,0.0,5.88625e-13,1.6444999999999999e-10,2.8415e-09,6.473e-08,9.554e-06,9.55497e-06,0.00012838400891900076,5.0,199.0,199.0,0.0,184.0
144,5,28,80,H- -ELASTIC,8.385e-06,204.0,0.0,8.385e-06,5.557477171142191e-07,3.814e-09,1.931163247367938e-06,0.0,1.0959000000000002e-12,2.0909999999999998e-10,3.814e-09,6.457500000000001e-08,8.222e-06,8.226939999999999e-06,0.0001133725342913007,5.0,199.0,199.0,0.0,183.0
145,5,29,80,H- -ELASTIC,7.413e-06,204.0,0.0,7.413e-06,4.994364283612776e-07,4.112e-09,1.6921434564156788e-06,0.0,1.0874650000000006e-12,2.31925e-10,4.112e-09,6.347e-08,7.19e-06,7.20085e-06,0.00010188503138570063,5.0,199.0,199.0,0.0,186.0
146,6,1,63,AR+ -ELASTIC,0.0041,204.0,0.0,0.0041,0.00024119908159713068,0.0,0.0009647002350205892,0.0,0.0,0.0,0.0,1.3805e-09,0.0041,0.0041,0.04920461264581466,118.0,86.0,86.0,0.0,67.0
147,6,2,63,AR+ -ELASTIC,0.004098,204.0,0.0,0.004098,0.00024108143424171545,0.0,0.0009642296468592027,0.0,0.0,0.0,0.0,1.3825000000000001e-09,0.004098,0.004098,0.04918061258530995,106.0,98.0,98.0,0.0,79.0
148,6,3,63,AR+ -ELASTIC,0.004079,204.0,0.0,0.004079,0.00023996378240987335,0.0,0.0009597590598175804,0.0,0.0,0.0,0.0,1.39075e-09,0.004079,0.004079,0.04895261161161416,105.0,99.0,99.0,0.0,80.0
149,6,4,63,AR+ -ELASTIC,0.003763,204.0,0.0,0.003763,0.00022137537848028994,0.0,0.0008854061608776018,0.0,0.0,0.0,0.0,1.46425e-09,0.003763,0.003763,0.045160577209979146,105.0,99.0,99.0,0.0,81.0
150,6,5,63,AR+ -ELASTIC,0.00234,204.0,0.0,0.00234,0.00013766872927111745,0.0,0.0005505828240946875,0.0,0.0,0.0,0.0,2.28925e-09,0.00234,0.00234,0.02808442077130796,105.0,99.0,99.0,0.0,80.0
151,6,6,63,AR+ -ELASTIC,0.0006555,204.0,0.0,0.0006555,3.8581106484286526e-05,9.2395e-13,0.0001542297380908535,0.0,0.0,0.0,9.2395e-13,7.0027500000000005e-09,0.0006555,0.0006555,0.00787054572279445,82.0,122.0,122.0,0.0,104.0
152,6,7,63,AR+ -ELASTIC,8.424e-05,204.0,0.0,8.424e-05,4.9873968831871e-06,8.103e-11,1.9813361756723127e-05,0.0,0.0,3.33425e-16,8.103e-11,2.77425e-08,8.424e-05,8.424e-05,0.0010174289641701683,29.0,175.0,175.0,0.0,158.0
153,6,8,63,AR+ -ELASTIC,3.748e-05,204.0,0.0,3.748e-05,2.2450164247057423e-06,2.2459999999999998e-10,8.809510587683861e-06,0.0,1.0146000000000023e-21,6.29925e-15,2.2459999999999998e-10,3.251e-08,3.748e-05,3.748e-05,0.00045798335063997145,11.0,193.0,193.0,0.0,176.0
154,6,9,63,AR+ -ELASTIC,2.675e-05,204.0,0.0,2.675e-05,1.6187621377789843e-06,3.563e-10,6.284149113094413e-06,0.0,3.645130000000008e-21,2.93825e-13,3.563e-10,3.266e-08,2.675e-05,2.675e-05,0.0003302274761069128,10.0,194.0,194.0,0.0,177.0
155,6,10,63,AR+ -ELASTIC,2.315e-05,204.0,0.0,2.315e-05,1.409494783585642e-06,5.4945e-10,5.436837747032057e-06,0.0,7.338000000000012e-21,1.068025e-12,5.4945e-10,3.252e-08,2.315e-05,2.315e-05,0.000287536935851471,7.0,197.0,197.0,0.0,181.0
156,6,11,63,AR+ -ELASTIC,2.163e-05,204.0,0.0,2.163e-05,1.3213344728612284e-06,5.908e-10,5.0790876953591404e-06,0.0,1.1983400000000014e-20,2.0595e-12,5.908e-10,3.323e-08,2.163e-05,2.163e-05,0.0002695522324636906,6.0,198.0,198.0,0.0,181.0
157,6,12,63,AR+ -ELASTIC,2.004e-05,204.0,0.0,2.004e-05,1.229202321677814e-06,6.482e-10,4.70488358663659e-06,0.0,5.586450000000007e-20,4.6465e-12,6.482e-10,3.5015e-08,2.004e-05,2.004e-05,0.0002507572736222741,6.0,198.0,198.0,0.0,179.0
158,6,13,63,AR+ -ELASTIC,1.908e-05,204.0,0.0,1.908e-05,1.1736180296143743e-06,7.268e-10,4.478964962937101e-06,0.0,1.4944500000000004e-19,6.80825e-12,7.268e-10,3.7255e-08,1.908e-05,1.908e-05,0.00023941807804133235,6.0,198.0,198.0,0.0,180.0
159,6,14,63,AR+ -ELASTIC,1.837e-05,204.0,0.0,1.837e-05,1.1325369935618132e-06,8.071e-10,4.311888168831717e-06,0.0,2.60015e-19,1.198825e-11,8.071e-10,3.8637500000000004e-08,1.837e-05,1.837e-05,0.0002310375466866099,6.0,198.0,198.0,0.0,181.0
160,6,15,63,AR+ -ELASTIC,1.78e-05,204.0,0.0,1.78e-05,1.0995797906973165e-06,8.4275e-10,4.177762166306073e-06,0.0,3.420550000000001e-19,1.61525e-11,8.4275e-10,3.96575e-08,1.78e-05,1.78e-05,0.00022431427730225254,6.0,198.0,198.0,0.0,182.0
161,6,16,63,AR+ -ELASTIC,1.691e-05,204.0,0.0,1.691e-05,1.0481843557542154e-06,8.606499999999999e-10,3.968347269943456e-06,0.0,3.7820150000000085e-18,2.02525e-11,8.606499999999999e-10,4.20325e-08,1.691e-05,1.691e-05,0.00021382960857385994,6.0,198.0,198.0,0.0,182.0
162,6,17,63,AR+ -ELASTIC,1.621e-05,204.0,0.0,1.621e-05,1.007817643917926e-06,9.4715e-10,3.80365072463641e-06,0.0,4.235925000000009e-17,2.2485e-11,9.4715e-10,4.4455e-08,1.621e-05,1.621e-05,0.00020559479935925692,5.0,199.0,199.0,0.0,181.0
163,6,18,63,AR+ -ELASTIC,1.55e-05,204.0,0.0,1.55e-05,9.669429760241553e-07,1.0682e-09,3.636613449462832e-06,0.0,3.477630000000008e-16,2.4497499999999997e-11,1.0682e-09,4.7312499999999994e-08,1.55e-05,1.55e-05,0.00019725636710892769,5.0,199.0,199.0,0.0,182.0
164,6,19,80,H- -ELASTIC,1.491e-05,204.0,0.0,1.491e-05,9.325013573648452e-07,1.136e-09,3.495664620304242e-06,0.0,1.367945000000003e-15,3.2315e-11,1.136e-09,4.96e-08,1.49e-05,1.49e-05,0.00019023027690242842,5.0,199.0,199.0,0.0,181.0
165,6,20,63,AR+ -ELASTIC,1.439e-05,204.0,0.0,1.439e-05,9.031950223004498e-07,1.1950000000000001e-09,3.3755051608766717e-06,0.0,2.840255000000006e-15,4.16775e-11,1.1950000000000001e-09,5.18425e-08,1.439e-05,1.439e-05,0.00018425178454929177,5.0,199.0,199.0,0.0,182.0
166,6,21,80,H- -ELASTIC,1.393e-05,204.0,0.0,1.393e-05,8.762980058468612e-07,1.2515e-09,3.265160910609695e-06,0.0,5.417100000000009e-15,5.10325e-11,1.2515e-09,5.3925e-08,1.392e-05,1.392e-05,0.00017876479319275967,5.0,199.0,199.0,0.0,183.0
167,6,22,80,H- -ELASTIC,1.34e-05,204.0,0.0,1.34e-05,8.454571950787445e-07,1.3225e-09,3.138367869467811e-06,0.0,1.1472200000000016e-14,5.13375e-11,1.3225e-09,5.6542500000000005e-08,1.338e-05,1.338e-05,0.00017247326779606386,5.0,199.0,199.0,0.0,182.0
168,6,23,80,H- -ELASTIC,1.292e-05,204.0,0.0,1.292e-05,8.18055996082666e-07,1.4145e-09,3.0255068412000546e-06,0.0,2.9551000000000026e-14,6.56875e-11,1.4145e-09,5.8205e-08,1.29e-05,1.29e-05,0.00016688342320086386,5.0,199.0,199.0,0.0,182.0
169,6,24,80,H- -ELASTIC,1.247e-05,204.0,0.0,1.247e-05,7.918755481342688e-07,1.6444999999999999e-09,2.9175661253483424e-06,0.0,7.959300000000002e-14,6.791499999999999e-11,1.6444999999999999e-09,5.80425e-08,1.244e-05,1.244e-05,0.00016154261181939084,5.0,199.0,199.0,0.0,183.0
170,6,25,80,H- -ELASTIC,1.188e-05,204.0,0.0,1.188e-05,7.57815658054759e-07,1.8235000000000002e-09,2.7767483775620776e-06,0.0,1.8870000000000002e-13,9.73625e-11,1.8235000000000002e-09,5.86675e-08,1.184e-05,1.184e-05,0.00015459439424317083,5.0,199.0,199.0,0.0,182.0
171,6,26,80,H- -ELASTIC,1.135e-05,204.0,0.0,1.135e-05,7.272509687593177e-07,1.941e-09,2.6500770764586236e-06,0.0,1.84935e-13,1.0694000000000001e-10,1.941e-09,6.12625e-08,1.13e-05,1.13e-05,0.00014835919762690083,5.0,199.0,199.0,0.0,182.0
172,6,27,80,H- -ELASTIC,9.65e-06,204.0,0.0,9.65e-06,6.290441123480429e-07,2.8415e-09,2.240258149261187e-06,0.0,5.88625e-13,1.6444999999999999e-10,2.8415e-09,6.473e-08,9.549e-06,9.55e-06,0.00012832499891900077,5.0,199.0,199.0,0.0,184.0
173,6,28,80,H- -ELASTIC,8.381e-06,204.0,0.0,8.381e-06,5.55512422996572e-07,3.814e-09,1.9302273614372937e-06,0.0,1.0959000000000002e-12,2.0909999999999998e-10,3.814e-09,6.457500000000001e-08,8.218e-06,8.22294e-06,0.0001133245342913007,5.0,199.0,199.0,0.0,183.0
174,6,29,80,H- -ELASTIC,7.409e-06,204.0,0.0,7.409e-06,4.992157911063757e-07,4.112e-09,1.6912683825619243e-06,0.0,1.0874650000000006e-12,2.31925e-10,4.112e-09,6.347e-08,7.186e-06,7.19688e-06,0.00010184002138570064,5.0,199.0,199.0,0.0,187.0
175,7,1,63,AR+ -ELASTIC,0.004091,204.0,0.0,0.004091,0.00024066966738248662,0.0,0.0009625825885787298,0.0,0.0,0.0,0.0,1.3835e-09,0.004091,0.004091,0.04909661214602727,118.0,86.0,86.0,0.0,67.0
