global_case_id,density_group_id,local_case_id,max_reaction_id,max_reaction_label,max_rate_const,count,min,max,mean,median,std,p01,p05,p25,p50,p75,p95,p99,sum,zero_count,nonzero_count,positive_count,negative_count,unique_count
176,7,2,63,AR+ -ELASTIC,0.00409,204.0,0.0,0.00409,0.00024061084511889749,0.0,0.0009623472941433334,0.0,0.0,0.0,0.0,1.3855e-09,0.00409,0.00409,0.04908461240425509,106.0,98.0,98.0,0.0,79.0
177,7,3,63,AR+ -ELASTIC,0.004074,204.0,0.0,0.004074,0.00023966966421386823,0.0,0.0009585825893686416,0.0,0.0,0.0,0.0,1.39275e-09,0.004074,0.004074,0.04889261149962912,105.0,99.0,99.0,0.0,80.0
178,7,4,63,AR+ -ELASTIC,0.003783,204.0,0.0,0.003783,0.00022255186661571984,0.0,0.0008901120388368581,0.0,0.0,0.0,0.0,1.46325e-09,0.003783,0.003783,0.04540058078960685,105.0,99.0,99.0,0.0,80.0
179,7,5,63,AR+ -ELASTIC,0.002376,204.0,0.0,0.002376,0.00013978639674933313,0.0,0.0005590534071787198,0.0,0.0,0.0,0.0,2.2715e-09,0.002376,0.002376,0.02851642493686396,105.0,99.0,99.0,0.0,80.0
180,7,6,63,AR+ -ELASTIC,0.0006636,204.0,0.0,0.0006636,3.905757279864816e-05,9.281e-13,0.00015613562134732804,0.0,0.0,0.0,9.281e-13,6.9647499999999995e-09,0.0006636,0.0006636,0.007967744850924226,82.0,122.0,122.0,0.0,104.0
181,7,7,63,AR+ -ELASTIC,8.457e-05,204.0,0.0,8.457e-05,5.006799062079303e-06,8.1055e-11,1.9891010236002756e-05,0.0,0.0,3.3559999999999997e-16,8.1055e-11,2.772e-08,8.457e-05,8.457e-05,0.0010213870086641778,29.0,175.0,175.0,0.0,158.0
182,7,8,63,AR+ -ELASTIC,3.753e-05,204.0,0.0,3.753e-05,2.2479513760788365e-06,2.2440000000000002e-10,8.821275530465311e-06,0.0,1.0155000000000024e-21,6.29225e-15,2.2440000000000002e-10,3.25025e-08,3.753e-05,3.753e-05,0.00045858208072008266,11.0,193.0,193.0,0.0,176.0
183,7,9,63,AR+ -ELASTIC,2.676e-05,204.0,0.0,2.676e-05,1.6193441708141673e-06,3.5615e-10,6.2865027904183886e-06,0.0,3.6508750000000085e-21,2.9345000000000003e-13,3.5615e-10,3.266e-08,2.676e-05,2.676e-05,0.0003303462108460901,10.0,194.0,194.0,0.0,177.0
184,7,10,63,AR+ -ELASTIC,2.315e-05,204.0,0.0,2.315e-05,1.409490093227099e-06,5.4915e-10,5.436838507912936e-06,0.0,7.349800000000012e-21,1.0671e-12,5.4915e-10,3.252e-08,2.315e-05,2.315e-05,0.0002875359790183282,7.0,197.0,197.0,0.0,179.0
185,7,11,63,AR+ -ELASTIC,2.162e-05,204.0,0.0,2.162e-05,1.3207404074138917e-06,5.906e-10,5.0767367271309724e-06,0.0,1.2003950000000013e-20,2.0584999999999998e-12,5.906e-10,3.32225e-08,2.162e-05,2.162e-05,0.0002694310431124339,6.0,198.0,198.0,0.0,180.0
186,7,12,63,AR+ -ELASTIC,2.004e-05,204.0,0.0,2.004e-05,1.2292015112881925e-06,6.481000000000001e-10,4.70488377261213e-06,0.0,5.588800000000007e-20,4.64625e-12,6.481000000000001e-10,3.5015e-08,2.004e-05,2.004e-05,0.00025075710830279127,6.0,198.0,198.0,0.0,180.0
187,7,13,63,AR+ -ELASTIC,1.908e-05,204.0,0.0,1.908e-05,1.1736173148091538e-06,7.2675e-10,4.478965060295987e-06,0.0,1.4953000000000004e-19,6.80725e-12,7.2675e-10,3.7255e-08,1.908e-05,1.908e-05,0.0002394179322210674,6.0,198.0,198.0,0.0,181.0
188,7,14,63,AR+ -ELASTIC,1.837e-05,204.0,0.0,1.837e-05,1.1325352710371995e-06,8.0705e-10,4.311888473119362e-06,0.0,2.60015e-19,1.1988000000000001e-11,8.0705e-10,3.8637500000000004e-08,1.837e-05,1.837e-05,0.0002310371952915887,6.0,198.0,198.0,0.0,181.0
189,7,15,63,AR+ -ELASTIC,1.78e-05,204.0,0.0,1.78e-05,1.0995791913574484e-06,8.4275e-10,4.177762308824178e-06,0.0,3.420700000000001e-19,1.61525e-11,8.4275e-10,3.96575e-08,1.78e-05,1.78e-05,0.00022431415503691945,6.0,198.0,198.0,0.0,182.0
190,7,16,63,AR+ -ELASTIC,1.69e-05,204.0,0.0,1.69e-05,1.047595918734068e-06,8.606499999999999e-10,3.965996095658286e-06,0.0,3.7820150000000085e-18,2.02525e-11,8.606499999999999e-10,4.20325e-08,1.69e-05,1.69e-05,0.00021370956742174986,6.0,198.0,198.0,0.0,182.0
191,7,17,63,AR+ -ELASTIC,1.621e-05,204.0,0.0,1.621e-05,1.0078171472016467e-06,9.4715e-10,3.803650761780402e-06,0.0,4.235925000000009e-17,2.2485e-11,9.4715e-10,4.4455e-08,1.621e-05,1.621e-05,0.00020559469802913593,5.0,199.0,199.0,0.0,181.0
192,7,18,80,H- -ELASTIC,1.55e-05,204.0,0.0,1.55e-05,9.664037602285622e-07,1.0682e-09,3.634458636343507e-06,0.0,3.477630000000008e-16,2.4495e-11,1.0682e-09,4.7305e-08,1.549e-05,1.549e-05,0.00019714636708662668,5.0,199.0,199.0,0.0,183.0
193,7,19,63,AR+ -ELASTIC,1.49e-05,204.0,0.0,1.49e-05,9.324518519623843e-07,1.136e-09,3.4954687029490585e-06,0.0,1.3677950000000031e-15,3.2315e-11,1.136e-09,4.96e-08,1.49e-05,1.49e-05,0.00019022017780032641,5.0,199.0,199.0,0.0,179.0
194,7,20,80,H- -ELASTIC,1.439e-05,204.0,0.0,1.439e-05,9.026557958298616e-07,1.1950000000000001e-09,3.373350799090011e-06,0.0,2.840255000000006e-15,4.16775e-11,1.1950000000000001e-09,5.18425e-08,1.438e-05,1.438e-05,0.00018414178234929177,5.0,199.0,199.0,0.0,183.0
195,7,21,80,H- -ELASTIC,1.393e-05,204.0,0.0,1.393e-05,8.762980052978411e-07,1.2515e-09,3.2651609107569687e-06,0.0,5.417100000000009e-15,5.10325e-11,1.2515e-09,5.3925e-08,1.392e-05,1.392e-05,0.00017876479308075958,5.0,199.0,199.0,0.0,183.0
196,7,22,80,H- -ELASTIC,1.339e-05,204.0,0.0,1.339e-05,8.454081259561464e-07,1.3225e-09,3.1381718588696886e-06,0.0,1.1472200000000016e-14,5.13375e-11,1.3225e-09,5.6542500000000005e-08,1.338e-05,1.338e-05,0.00017246325769505386,5.0,199.0,199.0,0.0,182.0
197,7,23,80,H- -ELASTIC,1.291e-05,204.0,0.0,1.291e-05,8.174677548571758e-07,1.4145e-09,3.023157485080479e-06,0.0,2.9551000000000026e-14,6.56875e-11,1.4145e-09,5.8205e-08,1.289e-05,1.289e-05,0.00016676342199086386,5.0,199.0,199.0,0.0,182.0
198,7,24,80,H- -ELASTIC,1.246e-05,204.0,0.0,1.246e-05,7.918264740165728e-07,1.6444999999999999e-09,2.9173700059188924e-06,0.0,7.958450000000004e-14,6.791499999999999e-11,1.6444999999999999e-09,5.80425e-08,1.244e-05,1.244e-05,0.00016153260069938085,5.0,199.0,199.0,0.0,183.0
199,7,25,80,H- -ELASTIC,1.187e-05,204.0,0.0,1.187e-05,7.577661482459355e-07,1.8235000000000002e-09,2.7765520986376815e-06,0.0,1.8870000000000002e-13,9.73625e-11,1.8235000000000002e-09,5.86675e-08,1.184e-05,1.184e-05,0.00015458429424217084,5.0,199.0,199.0,0.0,183.0
200,7,26,80,H- -ELASTIC,1.135e-05,204.0,0.0,1.135e-05,7.272509192004942e-07,1.941e-09,2.6500770892080813e-06,0.0,1.84935e-13,1.0694000000000001e-10,1.941e-09,6.12625e-08,1.13e-05,1.13e-05,0.00014835918751690083,5.0,199.0,199.0,0.0,182.0
201,7,27,80,H- -ELASTIC,9.646e-06,204.0,0.0,9.646e-06,6.288088182794154e-07,2.8415e-09,2.2393203607165827e-06,0.0,5.88625e-13,1.6444999999999999e-10,2.8415e-09,6.473e-08,9.545e-06,9.546e-06,0.00012827699892900075,5.0,199.0,199.0,0.0,184.0
202,7,28,80,H- -ELASTIC,8.378e-06,204.0,0.0,8.378e-06,5.55281981869121e-07,3.814e-09,1.92931136691659e-06,0.0,1.0959000000000002e-12,2.0909999999999998e-10,3.814e-09,6.457500000000001e-08,8.214e-06,8.21894e-06,0.00011327752430130069,5.0,199.0,199.0,0.0,183.0
203,7,29,80,H- -ELASTIC,7.406e-06,204.0,0.0,7.406e-06,4.990393205181403e-07,4.112e-09,1.6905684107953774e-06,0.0,1.0874650000000006e-12,2.31925e-10,4.112e-09,6.347e-08,7.183e-06,7.19388e-06,0.00010180402138570063,5.0,199.0,199.0,0.0,187.0
204,8,1,63,AR+ -ELASTIC,0.004083,204.0,0.0,0.004083,0.00024019907591309265,0.0,0.0009607002364490879,0.0,0.0,0.0,0.0,1.38575e-09,0.004083,0.004083,0.0490006114862709,118.0,86.0,86.0,0.0,67.0
205,8,2,63,AR+ -ELASTIC,0.004082,204.0,0.0,0.004082,0.00024014025412736603,0.0,0.0009604649418943159,0.0,0.0,0.0,0.0,1.3875e-09,0.004082,0.004082,0.04898861184198267,106.0,98.0,98.0,0.0,79.0
206,8,3,63,AR+ -ELASTIC,0.004068,204.0,0.0,0.004068,0.00023931672158401972,0.0,0.0009571708250293974,0.0,0.0,0.0,0.0,1.39475e-09,0.004068,0.004068,0.048820611203140026,105.0,99.0,99.0,0.0,80.0
207,8,4,63,AR+ -ELASTIC,0.003798,204.0,0.0,0.003798,0.00022343423227912072,0.0,0.00089364144741645,0.0,0.0,0.0,0.0,1.4627500000000001e-09,0.003798,0.003798,0.04558058338494063,105.0,99.0,99.0,0.0,80.0
208,8,5,63,AR+ -ELASTIC,0.002409,204.0,0.0,0.002409,0.00014172759408724518,0.0,0.0005668181078033872,0.0,0.0,0.0,0.0,2.2555e-09,0.002409,0.002409,0.02891242919379802,105.0,99.0,99.0,0.0,79.0
209,8,6,63,AR+ -ELASTIC,0.0006711,204.0,0.0,0.0006711,3.949874611073429e-05,9.3165e-13,0.00015790032787188737,0.0,0.0,0.0,9.3165e-13,6.9295e-09,0.0006711,0.0006711,0.008057744206589796,82.0,122.0,122.0,0.0,104.0
210,8,7,63,AR+ -ELASTIC,8.488e-05,204.0,0.0,8.488e-05,5.025028275009904e-06,8.109e-11,1.9963952077696167e-05,0.0,0.0,3.372e-16,8.109e-11,2.77025e-08,8.488e-05,8.488e-05,0.0010251057681020205,29.0,175.0,175.0,0.0,158.0
211,8,8,63,AR+ -ELASTIC,3.757e-05,204.0,0.0,3.757e-05,2.2502963911258716e-06,2.242e-10,8.830688172284329e-06,0.0,1.0147500000000023e-21,6.2830000000000005e-15,2.242e-10,3.25025e-08,3.757e-05,3.757e-05,0.0004590604637896778,11.0,193.0,193.0,0.0,176.0
212,8,9,63,AR+ -ELASTIC,2.677e-05,204.0,0.0,2.677e-05,1.6199264779253936e-06,3.56e-10,6.2888563130165894e-06,0.0,3.650365000000008e-21,2.9310000000000003e-13,3.56e-10,3.266e-08,2.677e-05,2.677e-05,0.0003304650014967803,10.0,194.0,194.0,0.0,176.0
213,8,10,63,AR+ -ELASTIC,2.315e-05,204.0,0.0,2.315e-05,1.4094866406483953e-06,5.489e-10,5.4368391784425084e-06,0.0,7.349400000000011e-21,1.0662e-12,5.489e-10,3.252e-08,2.315e-05,2.315e-05,0.0002875352746922726,7.0,197.0,197.0,0.0,179.0
214,8,11,63,AR+ -ELASTIC,2.162e-05,204.0,0.0,2.162e-05,1.3207373430993423e-06,5.903999999999999e-10,5.0767372899477664e-06,0.0,1.2002500000000013e-20,2.05675e-12,5.903999999999999e-10,3.3215e-08,2.162e-05,2.162e-05,0.00026943041799226583,6.0,198.0,198.0,0.0,181.0
215,8,12,63,AR+ -ELASTIC,2.003e-05,204.0,0.0,2.003e-05,1.2286104522276422e-06,6.4795e-10,4.70253229791489e-06,0.0,5.586250000000007e-20,4.64525e-12,6.4795e-10,3.5007500000000004e-08,2.003e-05,2.003e-05,0.000250636532254439,6.0,198.0,198.0,0.0,180.0
216,8,13,63,AR+ -ELASTIC,1.907e-05,204.0,0.0,1.907e-05,1.1730278946646238e-06,7.2665e-10,4.476613522683357e-06,0.0,1.4953000000000004e-19,6.8062500000000004e-12,7.2665e-10,3.7255e-08,1.907e-05,1.907e-05,0.00023929769051158327,6.0,198.0,198.0,0.0,181.0
217,8,14,63,AR+ -ELASTIC,1.836e-05,204.0,0.0,1.836e-05,1.1319464338543019e-06,8.07e-10,4.30953698774072e-06,0.0,2.60015e-19,1.1980249999999999e-11,8.07e-10,3.8629999999999996e-08,1.836e-05,1.836e-05,0.0002309170725062776,6.0,198.0,198.0,0.0,182.0
218,8,15,63,AR+ -ELASTIC,1.779e-05,204.0,0.0,1.779e-05,1.0989898653410214e-06,8.427e-10,4.175411053211386e-06,0.0,3.420700000000001e-19,1.61525e-11,8.427e-10,3.96575e-08,1.779e-05,1.779e-05,0.00022419393252956835,6.0,198.0,198.0,0.0,181.0
219,8,16,63,AR+ -ELASTIC,1.69e-05,204.0,0.0,1.69e-05,1.047594743531617e-06,8.605999999999999e-10,3.965996286251945e-06,0.0,3.7820150000000085e-18,2.026e-11,8.605999999999999e-10,4.2024999999999994e-08,1.69e-05,1.69e-05,0.00021370932768044986,6.0,198.0,198.0,0.0,181.0
220,8,17,63,AR+ -ELASTIC,1.62e-05,204.0,0.0,1.62e-05,1.0072288622947841e-06,9.4715e-10,3.80129975524572e-06,0.0,4.235925000000009e-17,2.2485e-11,9.4715e-10,4.4455e-08,1.62e-05,1.62e-05,0.00020547468790813595,5.0,199.0,199.0,0.0,181.0
221,8,18,63,AR+ -ELASTIC,1.549e-05,204.0,0.0,1.549e-05,9.663542479147877e-07,1.0682e-09,3.6342626955610047e-06,0.0,3.477630000000008e-16,2.4495e-11,1.0682e-09,4.7305e-08,1.549e-05,1.549e-05,0.00019713626657461667,5.0,199.0,199.0,0.0,182.0
222,8,19,80,H- -ELASTIC,1.49e-05,204.0,0.0,1.49e-05,9.319126348104236e-07,1.136e-09,3.4933141163241024e-06,0.0,1.3677950000000031e-15,3.23075e-11,1.136e-09,4.96e-08,1.489e-05,1.489e-05,0.00019011017750132642,5.0,199.0,199.0,0.0,181.0
223,8,20,80,H- -ELASTIC,1.438e-05,204.0,0.0,1.438e-05,9.020676081337831e-07,1.1950000000000001e-09,3.3710005024566676e-06,0.0,2.840255000000006e-15,4.16775e-11,1.1950000000000001e-09,5.18425e-08,1.437e-05,1.437e-05,0.00018402179205929175,5.0,199.0,199.0,0.0,183.0
224,8,21,80,H- -ELASTIC,1.392e-05,204.0,0.0,1.392e-05,8.757087399547037e-07,1.2515e-09,3.262811003268207e-06,0.0,5.417100000000009e-15,5.1025e-11,1.2515e-09,5.3925e-08,1.391e-05,1.391e-05,0.00017864458295075957,5.0,199.0,199.0,0.0,184.0
225,8,22,80,H- -ELASTIC,1.339e-05,204.0,0.0,1.339e-05,8.448688610933523e-07,1.3225e-09,3.136018191536123e-06,0.0,1.1470700000000017e-14,5.13375e-11,1.3225e-09,5.6534999999999996e-08,1.337e-05,1.337e-05,0.00017235324766304386,5.0,199.0,199.0,0.0,182.0
226,8,23,80,H- -ELASTIC,1.291e-05,204.0,0.0,1.291e-05,8.174677053473718e-07,1.4145e-09,3.0231574975118273e-06,0.0,2.9551000000000026e-14,6.56875e-11,1.4145e-09,5.82025e-08,1.289e-05,1.289e-05,0.00016676341189086384,5.0,199.0,199.0,0.0,181.0
227,8,24,80,H- -ELASTIC,1.246e-05,204.0,0.0,1.246e-05,7.912872088204943e-07,1.6444999999999999e-09,2.915217173634232e-06,0.0,7.958450000000004e-14,6.791499999999999e-11,1.6444999999999999e-09,5.804e-08,1.243e-05,1.243e-05,0.00016142259059938083,5.0,199.0,199.0,0.0,183.0
228,8,25,80,H- -ELASTIC,1.187e-05,204.0,0.0,1.187e-05,7.572264413831903e-07,1.8235000000000002e-09,2.774400080791678e-06,0.0,1.8870000000000002e-13,9.73625e-11,1.8235000000000002e-09,5.86675e-08,1.183e-05,1.183e-05,0.00015447419404217083,5.0,199.0,199.0,0.0,183.0
229,8,26,80,H- -ELASTIC,1.134e-05,204.0,0.0,1.134e-05,7.266621883666706e-07,1.941e-09,2.647729322197826e-06,0.0,1.84935e-13,1.0694000000000001e-10,1.941e-09,6.12625e-08,1.129e-05,1.129e-05,0.00014823908642680082,5.0,199.0,199.0,0.0,182.0
230,8,27,80,H- -ELASTIC,9.642e-06,204.0,0.0,9.642e-06,6.285735241617685e-07,2.8415e-09,2.23838257502968e-06,0.0,5.88625e-13,1.6444999999999999e-10,2.8415e-09,6.473e-08,9.541e-06,9.542e-06,0.00012822899892900078,5.0,199.0,199.0,0.0,184.0
231,8,28,80,H- -ELASTIC,8.374e-06,204.0,0.0,8.374e-06,5.551005603004936e-07,3.814e-09,1.928589597176144e-06,0.0,1.0959000000000002e-12,2.0909999999999998e-10,3.814e-09,6.457500000000001e-08,8.211e-06,8.21594e-06,0.00011324051430130069,5.0,199.0,199.0,0.0,183.0
232,8,29,80,H- -ELASTIC,7.403e-06,204.0,0.0,7.403e-06,4.988530460578462e-07,4.112e-09,1.6898296300335326e-06,0.0,1.0875500000000006e-12,2.31925e-10,4.112e-09,6.347e-08,7.18e-06,7.19088e-06,0.00010176602139580063,5.0,199.0,199.0,0.0,186.0
233,9,1,63,AR+ -ELASTIC,0.004075,204.0,0.0,0.004075,0.00023972848642041982,0.0,0.0009588178838256818,0.0,0.0,0.0,0.0,1.3885000000000001e-09,0.004075,0.004075,0.048904611229765645,118.0,86.0,86.0,0.0,67.0
234,9,2,63,AR+ -ELASTIC,0.004074,204.0,0.0,0.004074,0.00023966966339501787,0.0,0.0009585825895814704,0.0,0.0,0.0,0.0,1.3905000000000001e-09,0.004074,0.004074,0.048892611332583644,106.0,98.0,98.0,0.0,79.0
235,9,3,63,AR+ -ELASTIC,0.004062,204.0,0.0,0.004062,0.00023896378056188262,0.0,0.0009557590602883589,0.0,0.0,0.0,0.0,1.39675e-09,0.004062,0.004062,0.048748611234624054,105.0,99.0,99.0,0.0,80.0
236,9,4,63,AR+ -ELASTIC,0.00381,204.0,0.0,0.00381,0.00022414012535361457,0.0,0.0008964649741439438,0.0,0.0,0.0,0.0,1.463e-09,0.00381,0.00381,0.04572458557213737,105.0,99.0,99.0,0.0,80.0
237,9,5,63,AR+ -ELASTIC,0.002438,204.0,0.0,0.002438,0.00014343349391421307,0.0,0.0005736416328128363,0.0,0.0,0.0,0.0,2.2407499999999997e-09,0.002438,0.002438,0.029260432758499464,105.0,99.0,99.0,0.0,80.0
238,9,6,63,AR+ -ELASTIC,0.0006778,204.0,0.0,0.0006778,3.989285900846689e-05,9.351e-13,0.00015947679951593238,0.0,0.0,0.0,9.351e-13,6.8955000000000004e-09,0.0006778,0.0006778,0.008138143237727245,82.0,122.0,122.0,0.0,103.0
239,9,7,63,AR+ -ELASTIC,8.517e-05,204.0,0.0,8.517e-05,5.0420788139073405e-06,8.112e-11,2.0032188603374946e-05,0.0,0.0,3.3884999999999997e-16,8.112e-11,2.76875e-08,8.517e-05,8.517e-05,0.0010285840780370975,29.0,175.0,175.0,0.0,158.0
240,9,8,63,AR+ -ELASTIC,3.76e-05,204.0,0.0,3.76e-05,2.252054045109761e-06,2.2405000000000002e-10,8.837747841374019e-06,0.0,1.0134000000000024e-21,6.273e-15,2.2405000000000002e-10,3.2495e-08,3.76e-05,3.76e-05,0.0004594190252023913,11.0,193.0,193.0,0.0,176.0
241,9,9,63,AR+ -ELASTIC,2.678e-05,204.0,0.0,2.678e-05,1.620508682608608e-06,3.5585e-10,6.291209920833154e-06,0.0,3.646855000000008e-21,2.92725e-13,3.5585e-10,3.266e-08,2.678e-05,2.678e-05,0.000330583771252156,10.0,194.0,194.0,0.0,177.0
242,9,10,63,AR+ -ELASTIC,2.315e-05,204.0,0.0,2.315e-05,1.4094806210299828e-06,5.485499999999999e-10,5.436840288729725e-06,0.0,7.345150000000011e-21,1.0653e-12,5.485499999999999e-10,3.252e-08,2.315e-05,2.315e-05,0.0002875340466901165,7.0,197.0,197.0,0.0,180.0
243,9,11,63,AR+ -ELASTIC,2.161e-05,204.0,0.0,2.161e-05,1.3201484351231356e-06,5.9025e-10,5.07438527145053e-06,0.0,1.1996150000000013e-20,2.05575e-12,5.9025e-10,3.321e-08,2.161e-05,2.161e-05,0.0002693102807651197,6.0,198.0,198.0,0.0,180.0
244,9,12,63,AR+ -ELASTIC,2.003e-05,204.0,0.0,2.003e-05,1.2286089550827246e-06,6.479e-10,4.702532567460893e-06,0.0,5.582850000000007e-20,4.64475e-12,6.479e-10,3.5005e-08,2.003e-05,2.003e-05,0.0002506362268368758,6.0,198.0,198.0,0.0,182.0
245,9,13,63,AR+ -ELASTIC,1.906e-05,204.0,0.0,1.906e-05,1.1724394387652264e-06,7.266e-10,4.474261884281896e-06,0.0,1.4936000000000005e-19,6.804999999999999e-12,7.266e-10,3.72525e-08,1.906e-05,1.906e-05,0.00023917764550810617,6.0,198.0,198.0,0.0,181.0
246,9,14,63,AR+ -ELASTIC,1.835e-05,204.0,0.0,1.835e-05,1.1313581852943443e-06,8.069e-10,4.307185428631037e-06,0.0,2.5993e-19,1.198e-11,8.069e-10,3.8629999999999996e-08,1.835e-05,1.835e-05,0.00023079706980004626,6.0,198.0,198.0,0.0,182.0
247,9,15,63,AR+ -ELASTIC,1.778e-05,204.0,0.0,1.778e-05,1.0984002538012168e-06,8.4265e-10,4.173059778787716e-06,0.0,3.420700000000001e-19,1.61525e-11,8.4265e-10,3.965e-08,1.778e-05,1.778e-05,0.00022407365177544824,6.0,198.0,198.0,0.0,181.0
248,9,16,63,AR+ -ELASTIC,1.689e-05,204.0,0.0,1.689e-05,1.04700502499093e-06,8.605999999999999e-10,3.963645216788074e-06,0.0,3.7820150000000085e-18,2.026e-11,8.605999999999999e-10,4.2024999999999994e-08,1.689e-05,1.689e-05,0.00021358902509814972,6.0,198.0,198.0,0.0,181.0
249,9,17,63,AR+ -ELASTIC,1.619e-05,204.0,0.0,1.619e-05,1.0066406135186953e-06,9.4715e-10,3.7989487419777113e-06,0.0,4.234425000000009e-17,2.24875e-11,9.4715e-10,4.4455e-08,1.619e-05,1.619e-05,0.00020535468515781383,5.0,199.0,199.0,0.0,181.0
250,9,18,63,AR+ -ELASTIC,1.548e-05,204.0,0.0,1.548e-05,9.657660511500279e-07,1.0682e-09,3.6319119171523603e-06,0.0,3.477630000000008e-16,2.4495e-11,1.0682e-09,4.7302499999999996e-08,1.548e-05,1.548e-05,0.00019701627443460568,5.0,199.0,199.0,0.0,182.0
251,9,19,80,H- -ELASTIC,1.489e-05,204.0,0.0,1.489e-05,9.313228798005706e-07,1.136e-09,3.4909637521300707e-06,0.0,1.3677950000000031e-15,3.2305e-11,1.136e-09,4.96e-08,1.488e-05,1.488e-05,0.0001899898674793164,5.0,199.0,199.0,0.0,181.0
252,9,20,63,AR+ -ELASTIC,1.437e-05,204.0,0.0,1.437e-05,9.020180477901557e-07,1.1950000000000001e-09,3.370804671308929e-06,0.0,2.840255000000006e-15,4.16775e-11,1.1950000000000001e-09,5.18425e-08,1.437e-05,1.437e-05,0.00018401168174919175,5.0,199.0,199.0,0.0,182.0
253,9,21,80,H- -ELASTIC,1.392e-05,204.0,0.0,1.392e-05,8.757086893615665e-07,1.2515e-09,3.262811016153811e-06,0.0,5.417100000000009e-15,5.1025e-11,1.2515e-09,5.3925e-08,1.391e-05,1.391e-05,0.00017864457262975957,5.0,199.0,199.0,0.0,184.0
254,9,22,80,H- -ELASTIC,1.338e-05,204.0,0.0,1.338e-05,8.442806252011953e-07,1.3225e-09,3.133668493284513e-06,0.0,1.1470700000000017e-14,5.13375e-11,1.3225e-09,5.6534999999999996e-08,1.336e-05,1.336e-05,0.00017223324754104386,5.0,199.0,199.0,0.0,182.0
255,9,23,80,H- -ELASTIC,1.29e-05,204.0,0.0,1.29e-05,8.168794691169747e-07,1.4145e-09,3.0208081456239433e-06,0.0,2.9551000000000026e-14,6.56875e-11,1.4145e-09,5.82025e-08,1.288e-05,1.288e-05,0.00016664341169986285,5.0,199.0,199.0,0.0,181.0
256,9,24,80,H- -ELASTIC,1.245e-05,204.0,0.0,1.245e-05,7.91238189212161e-07,1.6444999999999999e-09,2.9150210403693103e-06,0.0,7.958450000000004e-14,6.791499999999999e-11,1.6444999999999999e-09,5.804e-08,1.243e-05,1.243e-05,0.00016141259059928084,5.0,199.0,199.0,0.0,183.0
257,9,25,80,H- -ELASTIC,1.186e-05,204.0,0.0,1.186e-05,7.571769315792198e-07,1.8235000000000002e-09,2.7742039270051864e-06,0.0,1.8870000000000002e-13,9.73625e-11,1.8235000000000002e-09,5.86675e-08,1.183e-05,1.183e-05,0.00015446409404216082,5.0,199.0,199.0,0.0,183.0
258,9,26,80,H- -ELASTIC,1.134e-05,204.0,0.0,1.134e-05,7.266621393470629e-07,1.941e-09,2.647729334512988e-06,0.0,1.84935e-13,1.0694000000000001e-10,1.941e-09,6.126e-08,1.129e-05,1.129e-05,0.00014823907642680083,5.0,199.0,199.0,0.0,182.0
259,9,27,80,H- -ELASTIC,9.637e-06,204.0,0.0,9.637e-06,6.282843074460821e-07,2.8415e-09,2.2372298681539405e-06,0.0,5.88625e-13,1.6444999999999999e-10,2.8415e-09,6.473e-08,9.536e-06,9.53797e-06,0.00012816999871900076,5.0,199.0,199.0,0.0,185.0
260,9,28,80,H- -ELASTIC,8.37e-06,204.0,0.0,8.37e-06,5.548653642220622e-07,3.814e-09,1.927653700832794e-06,0.0,1.0959000000000002e-12,2.0909999999999998e-10,3.814e-09,6.45775e-08,8.207e-06,8.21194e-06,0.0001131925343013007,5.0,199.0,199.0,0.0,183.0
261,9,29,80,H- -ELASTIC,7.4e-06,204.0,0.0,7.4e-06,4.986667715480423e-07,4.112e-09,1.6890908567708425e-06,0.0,1.0875500000000006e-12,2.31925e-10,4.112e-09,6.347e-08,7.177e-06,7.18688e-06,0.00010172802139580063,5.0,199.0,199.0,0.0,186.0
262,10,1,63,AR+ -ELASTIC,0.004066,204.0,0.0,0.004066,0.0002391990729910344,0.0,0.0009567002371877959,0.0,0.0,0.0,0.0,1.39075e-09,0.004066,0.004066,0.04879661089017102,118.0,86.0,86.0,0.0,67.0
263,10,2,63,AR+ -ELASTIC,0.004065,204.0,0.0,0.004065,0.00023914024981199264,0.0,0.0009564649429819789,0.0,0.0,0.0,0.0,1.3925e-09,0.004065,0.004065,0.0487846109616465,106.0,98.0,98.0,0.0,79.0
264,10,3,63,AR+ -ELASTIC,0.004055,204.0,0.0,0.004055,0.0002385520136813141,0.0,0.0009541120020122435,0.0,0.0,0.0,0.0,1.39875e-09,0.004055,0.004055,0.04866461079098808,105.0,99.0,99.0,0.0,80.0
265,10,4,63,AR+ -ELASTIC,0.003818,204.0,0.0,0.003818,0.0002246107212824246,0.0,0.0008983473251607321,0.0,0.0,0.0,0.0,1.463e-09,0.003818,0.003818,0.04582058714161462,105.0,99.0,99.0,0.0,80.0
266,10,5,63,AR+ -ELASTIC,0.002463,204.0,0.0,0.002463,0.00014490409828167382,0.0,0.0005795239816939945,0.0,0.0,0.0,0.0,2.2285e-09,0.002463,0.002463,0.02956043604946146,105.0,99.0,99.0,0.0,80.0
267,10,6,63,AR+ -ELASTIC,0.0006838,204.0,0.0,0.0006838,4.0245797190894804e-05,9.378499999999999e-13,0.00016088856485708443,0.0,0.0,0.0,9.378499999999999e-13,6.864e-09,0.0006838,0.0006838,0.00821014262694254,82.0,122.0,122.0,0.0,104.0
