global_case_id,density_group_id,local_case_id,e_over_n_v_cm2,input_01_e,input_02_ar3s,input_03_ar4sm,input_04_ar4sr,input_05_ar4spm,input_06_ar4spr,input_07_ar4p,input_08_ar4d,input_09_ar,input_10_ar2,input_11_ar2,input_12_h,input_13_h,input_14_h,input_15_h,input_16_h2,input_17_h2,input_18_h2,input_19_h3,input_20_oh,input_21_oh,input_22_oh,input_23_oh,input_24_h2o,input_25_h2ov,input_26_h2o,input_27_ho2,input_28_h2o2,input_29_h3o,input_30_o2,input_31_o2,input_32_o2,input_33_o,input_34_o,input_35_o,input_36_hv_096,input_37_hv_106,input_38_hv_126,input_39_one,input_40_te,input_41_tgas,input_42_eb,input_43_pos,input_44_position,input_45_speed,input_46_edep,input_47_pdep,input_48_m,input_49_mis
329,12,10,1.5e-16,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,12,11,2e-16,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,12,12,3e-16,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,12,13,4e-16,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,12,14,5e-16,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,12,15,6e-16,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,12,16,8e-16,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,12,17,1e-15,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,12,18,1.25e-15,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,12,19,1.5e-15,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,12,20,1.75e-15,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,12,21,2e-15,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,12,22,2.33e-15,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,12,23,2.66e-15,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,12,24,3e-15,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,12,25,3.5e-15,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,12,26,4e-15,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,12,27,6e-15,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,12,28,8e-15,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,12,29,1e-14,8.634e-08,0.98,2.624e-07,5.071e-07,5.863e-08,4.321e-07,5.737e-07,7.584e-09,2.778e-08,1.655e-07,4.646e-09,1.581e-05,9.533e-11,6.003e-13,2.689e-09,6.66e-06,4.484e-11,5.68e-13,1.696e-12,1.057e-06,3.419e-09,1.913e-12,2.027e-08,0.01997,1.401e-06,1.566e-08,6.089e-09,1.24e-05,6.479e-08,6.296e-07,9.397e-13,2.555e-12,3.866e-07,2.12e-14,3.589e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,13,1,1e-20,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,13,2,1e-19,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,13,3,3e-19,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,13,4,1e-18,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,13,5,3e-18,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,13,6,1e-17,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,13,7,3e-17,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,13,8,6e-17,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,13,9,1e-16,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,13,10,1.5e-16,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,13,11,2e-16,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,13,12,3e-16,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,13,13,4e-16,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,13,14,5e-16,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,13,15,6e-16,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,13,16,8e-16,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,13,17,1e-15,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,13,18,1.25e-15,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,13,19,1.5e-15,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,13,20,1.75e-15,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,13,21,2e-15,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,13,22,2.33e-15,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,13,23,2.66e-15,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,13,24,3e-15,1.329e-07,0.98,5.795e-07,1.188e-06,1.337e-07,9.806e-07,7.191e-07,9.293e-09,1.926e-08,5.706e-07,3.945e-09,1.96e-05,3.647e-10,5.833e-13,4.474e-09,6.741e-06,1.604e-10,4.025e-13,5.803e-12,5.021e-06,3.826e-08,1.053e-12,9.237e-08,0.01996,5.84e-06,1.381e-08,6.107e-09,1.24e-05,2.073e-07,6.295e-07,2.845e-12,2.643e-12,3.877e-07,1.916e-14,1.455e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
