global_case_id,density_group_id,local_case_id,e_over_n_v_cm2,input_01_e,input_02_ar3s,input_03_ar4sm,input_04_ar4sr,input_05_ar4spm,input_06_ar4spr,input_07_ar4p,input_08_ar4d,input_09_ar,input_10_ar2,input_11_ar2,input_12_h,input_13_h,input_14_h,input_15_h,input_16_h2,input_17_h2,input_18_h2,input_19_h3,input_20_oh,input_21_oh,input_22_oh,input_23_oh,input_24_h2o,input_25_h2ov,input_26_h2o,input_27_ho2,input_28_h2o2,input_29_h3o,input_30_o2,input_31_o2,input_32_o2,input_33_o,input_34_o,input_35_o,input_36_hv_096,input_37_hv_106,input_38_hv_126,input_39_one,input_40_te,input_41_tgas,input_42_eb,input_43_pos,input_44_position,input_45_speed,input_46_edep,input_47_pdep,input_48_m,input_49_mis
175,7,1,1e-20,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,7,2,1e-19,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,7,3,3e-19,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,7,4,1e-18,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
179,7,5,3e-18,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180,7,6,1e-17,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,7,7,3e-17,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
182,7,8,6e-17,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
183,7,9,1e-16,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,7,10,1.5e-16,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,7,11,2e-16,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186,7,12,3e-16,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
187,7,13,4e-16,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,7,14,5e-16,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
189,7,15,6e-16,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,7,16,8e-16,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,7,17,1e-15,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,7,18,1.25e-15,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,7,19,1.5e-15,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,7,20,1.75e-15,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,7,21,2e-15,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,7,22,2.33e-15,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,7,23,2.66e-15,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,7,24,3e-15,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,7,25,3.5e-15,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,7,26,4e-15,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,7,27,6e-15,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,7,28,8e-15,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,7,29,1e-14,1.439e-07,0.98,7.156e-07,1.46e-06,1.628e-07,1.177e-06,6.808e-07,8.691e-09,1.551e-08,9.776e-07,3.391e-09,2.671e-05,1.045e-09,7.239e-13,4.884e-09,5.092e-07,2.374e-11,2.44e-14,1.283e-12,2.744e-05,2.857e-07,2.463e-12,4.195e-07,0.01994,2.607e-05,1.125e-08,1.77e-12,8.924e-09,6.009e-07,6.99e-12,5.826e-15,8.31e-18,2.626e-08,1.109e-15,6.278e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,8,1,1e-20,1.454e-07,0.98,7.174e-07,1.462e-06,1.63e-07,1.177e-06,6.789e-07,8.653e-09,1.528e-08,9.835e-07,3.354e-09,3.249e-05,1.52e-09,8.926e-13,4.932e-09,6.145e-07,3.411e-11,2.903e-14,1.771e-12,3.331e-05,3.539e-07,2.859e-12,4.911e-07,0.01993,3.103e-05,1.11e-08,3.679e-12,1.479e-08,6.857e-07,1.561e-11,1.031e-14,2.594e-17,4.041e-08,1.695e-15,7.397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,8,2,1e-19,1.454e-07,0.98,7.174e-07,1.462e-06,1.63e-07,1.177e-06,6.789e-07,8.653e-09,1.528e-08,9.835e-07,3.354e-09,3.249e-05,1.52e-09,8.926e-13,4.932e-09,6.145e-07,3.411e-11,2.903e-14,1.771e-12,3.331e-05,3.539e-07,2.859e-12,4.911e-07,0.01993,3.103e-05,1.11e-08,3.679e-12,1.479e-08,6.857e-07,1.561e-11,1.031e-14,2.594e-17,4.041e-08,1.695e-15,7.397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,8,3,3e-19,1.454e-07,0.98,7.174e-07,1.462e-06,1.63e-07,1.177e-06,6.789e-07,8.653e-09,1.528e-08,9.835e-07,3.354e-09,3.249e-05,1.52e-09,8.926e-13,4.932e-09,6.145e-07,3.411e-11,2.903e-14,1.771e-12,3.331e-05,3.539e-07,2.859e-12,4.911e-07,0.01993,3.103e-05,1.11e-08,3.679e-12,1.479e-08,6.857e-07,1.561e-11,1.031e-14,2.594e-17,4.041e-08,1.695e-15,7.397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,8,4,1e-18,1.454e-07,0.98,7.174e-07,1.462e-06,1.63e-07,1.177e-06,6.789e-07,8.653e-09,1.528e-08,9.835e-07,3.354e-09,3.249e-05,1.52e-09,8.926e-13,4.932e-09,6.145e-07,3.411e-11,2.903e-14,1.771e-12,3.331e-05,3.539e-07,2.859e-12,4.911e-07,0.01993,3.103e-05,1.11e-08,3.679e-12,1.479e-08,6.857e-07,1.561e-11,1.031e-14,2.594e-17,4.041e-08,1.695e-15,7.397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,8,5,3e-18,1.454e-07,0.98,7.174e-07,1.462e-06,1.63e-07,1.177e-06,6.789e-07,8.653e-09,1.528e-08,9.835e-07,3.354e-09,3.249e-05,1.52e-09,8.926e-13,4.932e-09,6.145e-07,3.411e-11,2.903e-14,1.771e-12,3.331e-05,3.539e-07,2.859e-12,4.911e-07,0.01993,3.103e-05,1.11e-08,3.679e-12,1.479e-08,6.857e-07,1.561e-11,1.031e-14,2.594e-17,4.041e-08,1.695e-15,7.397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,8,6,1e-17,1.454e-07,0.98,7.174e-07,1.462e-06,1.63e-07,1.177e-06,6.789e-07,8.653e-09,1.528e-08,9.835e-07,3.354e-09,3.249e-05,1.52e-09,8.926e-13,4.932e-09,6.145e-07,3.411e-11,2.903e-14,1.771e-12,3.331e-05,3.539e-07,2.859e-12,4.911e-07,0.01993,3.103e-05,1.11e-08,3.679e-12,1.479e-08,6.857e-07,1.561e-11,1.031e-14,2.594e-17,4.041e-08,1.695e-15,7.397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,8,7,3e-17,1.454e-07,0.98,7.174e-07,1.462e-06,1.63e-07,1.177e-06,6.789e-07,8.653e-09,1.528e-08,9.835e-07,3.354e-09,3.249e-05,1.52e-09,8.926e-13,4.932e-09,6.145e-07,3.411e-11,2.903e-14,1.771e-12,3.331e-05,3.539e-07,2.859e-12,4.911e-07,0.01993,3.103e-05,1.11e-08,3.679e-12,1.479e-08,6.857e-07,1.561e-11,1.031e-14,2.594e-17,4.041e-08,1.695e-15,7.397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,8,8,6e-17,1.454e-07,0.98,7.174e-07,1.462e-06,1.63e-07,1.177e-06,6.789e-07,8.653e-09,1.528e-08,9.835e-07,3.354e-09,3.249e-05,1.52e-09,8.926e-13,4.932e-09,6.145e-07,3.411e-11,2.903e-14,1.771e-12,3.331e-05,3.539e-07,2.859e-12,4.911e-07,0.01993,3.103e-05,1.11e-08,3.679e-12,1.479e-08,6.857e-07,1.561e-11,1.031e-14,2.594e-17,4.041e-08,1.695e-15,7.397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,8,9,1e-16,1.454e-07,0.98,7.174e-07,1.462e-06,1.63e-07,1.177e-06,6.789e-07,8.653e-09,1.528e-08,9.835e-07,3.354e-09,3.249e-05,1.52e-09,8.926e-13,4.932e-09,6.145e-07,3.411e-11,2.903e-14,1.771e-12,3.331e-05,3.539e-07,2.859e-12,4.911e-07,0.01993,3.103e-05,1.11e-08,3.679e-12,1.479e-08,6.857e-07,1.561e-11,1.031e-14,2.594e-17,4.041e-08,1.695e-15,7.397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,8,10,1.5e-16,1.454e-07,0.98,7.174e-07,1.462e-06,1.63e-07,1.177e-06,6.789e-07,8.653e-09,1.528e-08,9.835e-07,3.354e-09,3.249e-05,1.52e-09,8.926e-13,4.932e-09,6.145e-07,3.411e-11,2.903e-14,1.771e-12,3.331e-05,3.539e-07,2.859e-12,4.911e-07,0.01993,3.103e-05,1.11e-08,3.679e-12,1.479e-08,6.857e-07,1.561e-11,1.031e-14,2.594e-17,4.041e-08,1.695e-15,7.397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,8,11,2e-16,1.454e-07,0.98,7.174e-07,1.462e-06,1.63e-07,1.177e-06,6.789e-07,8.653e-09,1.528e-08,9.835e-07,3.354e-09,3.249e-05,1.52e-09,8.926e-13,4.932e-09,6.145e-07,3.411e-11,2.903e-14,1.771e-12,3.331e-05,3.539e-07,2.859e-12,4.911e-07,0.01993,3.103e-05,1.11e-08,3.679e-12,1.479e-08,6.857e-07,1.561e-11,1.031e-14,2.594e-17,4.041e-08,1.695e-15,7.397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,8,12,3e-16,1.454e-07,0.98,7.174e-07,1.462e-06,1.63e-07,1.177e-06,6.789e-07,8.653e-09,1.528e-08,9.835e-07,3.354e-09,3.249e-05,1.52e-09,8.926e-13,4.932e-09,6.145e-07,3.411e-11,2.903e-14,1.771e-12,3.331e-05,3.539e-07,2.859e-12,4.911e-07,0.01993,3.103e-05,1.11e-08,3.679e-12,1.479e-08,6.857e-07,1.561e-11,1.031e-14,2.594e-17,4.041e-08,1.695e-15,7.397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,8,13,4e-16,1.454e-07,0.98,7.174e-07,1.462e-06,1.63e-07,1.177e-06,6.789e-07,8.653e-09,1.528e-08,9.835e-07,3.354e-09,3.249e-05,1.52e-09,8.926e-13,4.932e-09,6.145e-07,3.411e-11,2.903e-14,1.771e-12,3.331e-05,3.539e-07,2.859e-12,4.911e-07,0.01993,3.103e-05,1.11e-08,3.679e-12,1.479e-08,6.857e-07,1.561e-11,1.031e-14,2.594e-17,4.041e-08,1.695e-15,7.397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,8,14,5e-16,1.454e-07,0.98,7.174e-07,1.462e-06,1.63e-07,1.177e-06,6.789e-07,8.653e-09,1.528e-08,9.835e-07,3.354e-09,3.249e-05,1.52e-09,8.926e-13,4.932e-09,6.145e-07,3.411e-11,2.903e-14,1.771e-12,3.331e-05,3.539e-07,2.859e-12,4.911e-07,0.01993,3.103e-05,1.11e-08,3.679e-12,1.479e-08,6.857e-07,1.561e-11,1.031e-14,2.594e-17,4.041e-08,1.695e-15,7.397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,8,15,6e-16,1.454e-07,0.98,7.174e-07,1.462e-06,1.63e-07,1.177e-06,6.789e-07,8.653e-09,1.528e-08,9.835e-07,3.354e-09,3.249e-05,1.52e-09,8.926e-13,4.932e-09,6.145e-07,3.411e-11,2.903e-14,1.771e-12,3.331e-05,3.539e-07,2.859e-12,4.911e-07,0.01993,3.103e-05,1.11e-08,3.679e-12,1.479e-08,6.857e-07,1.561e-11,1.031e-14,2.594e-17,4.041e-08,1.695e-15,7.397e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
