global_case_id,density_group_id,local_case_id,species_id,species_label,mole_fraction
114,4,27,44,POSITION,0.0
114,4,27,45,SPEED,0.0
114,4,27,46,EDEP,0.0
114,4,27,47,PDEP,0.0
114,4,27,48,M,0.0
114,4,27,49,MIS,0.0
115,4,28,1,E,1.379e-07
115,4,28,2,AR3S,0.98
115,4,28,3,AR4SM,6.674e-07
115,4,28,4,AR4SR,1.37e-06
115,4,28,5,AR4SPM,1.532e-07
115,4,28,6,AR4SPR,1.115e-06
115,4,28,7,AR4P,6.902e-07
115,4,28,8,AR4D,8.804e-09
115,4,28,9,AR^,1.651e-08
115,4,28,10,AR2*,8.082e-07
115,4,28,11,AR2^,3.487e-09
115,4,28,12,H,9.711e-06
115,4,28,13,H*,1.585e-10
115,4,28,14,H^,2.561e-13
115,4,28,15,H-,4.676e-09
115,4,28,16,H2,2.002e-07
115,4,28,17,H2*,3.927e-12
115,4,28,18,H2^,1.017e-14
115,4,28,19,H3^,2.58e-13
115,4,28,20,OH,1.01e-05
115,4,28,21,OH*,9.113e-08
115,4,28,22,OH^,1.276e-12
115,4,28,23,OH-,1.756e-07
115,4,28,24,H2O,0.01998
115,4,28,25,H2OV,1.079e-05
115,4,28,26,H2O^,1.188e-08
115,4,28,27,HO2,7.245e-14
115,4,28,28,H2O2,9e-10
115,4,28,29,H3O^,3.129e-07
115,4,28,30,O2,1.405e-13
115,4,28,31,O2^,3.862e-16
115,4,28,32,O2-,3.159e-20
115,4,28,33,O,3.268e-09
115,4,28,34,O^,1.407e-16
115,4,28,35,O-,2.663e-08
115,4,28,36,HV_096,0.0
115,4,28,37,HV_106,0.0
115,4,28,38,HV_126,0.0
115,4,28,39,ONE,0.0
115,4,28,40,TE,0.0
115,4,28,41,TGAS,0.0
115,4,28,42,EB,0.0
115,4,28,43,POS,0.0
115,4,28,44,POSITION,0.0
115,4,28,45,SPEED,0.0
115,4,28,46,EDEP,0.0
115,4,28,47,PDEP,0.0
115,4,28,48,M,0.0
115,4,28,49,MIS,0.0
116,4,29,1,E,1.379e-07
116,4,29,2,AR3S,0.98
116,4,29,3,AR4SM,6.674e-07
116,4,29,4,AR4SR,1.37e-06
116,4,29,5,AR4SPM,1.532e-07
116,4,29,6,AR4SPR,1.115e-06
116,4,29,7,AR4P,6.902e-07
116,4,29,8,AR4D,8.804e-09
116,4,29,9,AR^,1.651e-08
116,4,29,10,AR2*,8.082e-07
116,4,29,11,AR2^,3.487e-09
116,4,29,12,H,9.711e-06
116,4,29,13,H*,1.585e-10
116,4,29,14,H^,2.561e-13
116,4,29,15,H-,4.676e-09
116,4,29,16,H2,2.002e-07
116,4,29,17,H2*,3.927e-12
116,4,29,18,H2^,1.017e-14
116,4,29,19,H3^,2.58e-13
116,4,29,20,OH,1.01e-05
116,4,29,21,OH*,9.113e-08
116,4,29,22,OH^,1.276e-12
116,4,29,23,OH-,1.756e-07
116,4,29,24,H2O,0.01998
116,4,29,25,H2OV,1.079e-05
116,4,29,26,H2O^,1.188e-08
116,4,29,27,HO2,7.245e-14
116,4,29,28,H2O2,9e-10
116,4,29,29,H3O^,3.129e-07
116,4,29,30,O2,1.405e-13
116,4,29,31,O2^,3.862e-16
116,4,29,32,O2-,3.159e-20
116,4,29,33,O,3.268e-09
116,4,29,34,O^,1.407e-16
116,4,29,35,O-,2.663e-08
116,4,29,36,HV_096,0.0
116,4,29,37,HV_106,0.0
116,4,29,38,HV_126,0.0
116,4,29,39,ONE,0.0
116,4,29,40,TE,0.0
116,4,29,41,TGAS,0.0
116,4,29,42,EB,0.0
116,4,29,43,POS,0.0
116,4,29,44,POSITION,0.0
116,4,29,45,SPEED,0.0
116,4,29,46,EDEP,0.0
116,4,29,47,PDEP,0.0
116,4,29,48,M,0.0
116,4,29,49,MIS,0.0
117,5,1,1,E,1.409e-07
117,5,1,2,AR3S,0.98
117,5,1,3,AR4SM,7.009e-07
117,5,1,4,AR4SR,1.435e-06
117,5,1,5,AR4SPM,1.601e-07
117,5,1,6,AR4SPR,1.161e-06
117,5,1,7,AR4P,6.851e-07
117,5,1,8,AR4D,8.755e-09
117,5,1,9,AR^,1.6e-08
117,5,1,10,AR2*,9.167e-07
117,5,1,11,AR2^,3.443e-09
117,5,1,12,H,1.526e-05
117,5,1,13,H*,3.634e-10
117,5,1,14,H^,4.029e-13
117,5,1,15,H-,4.783e-09
117,5,1,16,H2,3.018e-07
117,5,1,17,H2*,8.639e-12
117,5,1,18,H2^,1.488e-14
117,5,1,19,H3^,5.197e-13
117,5,1,20,OH,1.577e-05
117,5,1,21,OH*,1.537e-07
117,5,1,22,OH^,1.657e-12
117,5,1,23,OH-,2.605e-07
117,5,1,24,H2O,0.01997
117,5,1,25,H2OV,1.594e-05
117,5,1,26,H2O^,1.156e-08
117,5,1,27,HO2,2.604e-13
117,5,1,28,H2O2,2.327e-09
117,5,1,29,H3O^,4.143e-07
117,5,1,30,O2,7.584e-13
117,5,1,31,O2^,1.213e-15
117,5,1,32,O2-,3.515e-19
117,5,1,33,O,8.003e-09
117,5,1,34,O^,3.415e-16
117,5,1,35,O-,3.903e-08
117,5,1,36,HV_096,0.0
117,5,1,37,HV_106,0.0
117,5,1,38,HV_126,0.0
117,5,1,39,ONE,0.0
117,5,1,40,TE,0.0
117,5,1,41,TGAS,0.0
117,5,1,42,EB,0.0
117,5,1,43,POS,0.0
117,5,1,44,POSITION,0.0
117,5,1,45,SPEED,0.0
117,5,1,46,EDEP,0.0
117,5,1,47,PDEP,0.0
117,5,1,48,M,0.0
117,5,1,49,MIS,0.0
118,5,2,1,E,1.409e-07
118,5,2,2,AR3S,0.98
118,5,2,3,AR4SM,7.009e-07
118,5,2,4,AR4SR,1.435e-06
118,5,2,5,AR4SPM,1.601e-07
118,5,2,6,AR4SPR,1.161e-06
118,5,2,7,AR4P,6.851e-07
118,5,2,8,AR4D,8.755e-09
118,5,2,9,AR^,1.6e-08
118,5,2,10,AR2*,9.167e-07
118,5,2,11,AR2^,3.443e-09
118,5,2,12,H,1.526e-05
118,5,2,13,H*,3.634e-10
118,5,2,14,H^,4.029e-13
118,5,2,15,H-,4.783e-09
118,5,2,16,H2,3.018e-07
118,5,2,17,H2*,8.639e-12
118,5,2,18,H2^,1.488e-14
118,5,2,19,H3^,5.197e-13
118,5,2,20,OH,1.577e-05
118,5,2,21,OH*,1.537e-07
118,5,2,22,OH^,1.657e-12
118,5,2,23,OH-,2.605e-07
118,5,2,24,H2O,0.01997
118,5,2,25,H2OV,1.594e-05
118,5,2,26,H2O^,1.156e-08
118,5,2,27,HO2,2.604e-13
118,5,2,28,H2O2,2.327e-09
118,5,2,29,H3O^,4.143e-07
118,5,2,30,O2,7.584e-13
118,5,2,31,O2^,1.213e-15
118,5,2,32,O2-,3.515e-19
118,5,2,33,O,8.003e-09
118,5,2,34,O^,3.415e-16
118,5,2,35,O-,3.903e-08
118,5,2,36,HV_096,0.0
118,5,2,37,HV_106,0.0
118,5,2,38,HV_126,0.0
118,5,2,39,ONE,0.0
118,5,2,40,TE,0.0
118,5,2,41,TGAS,0.0
118,5,2,42,EB,0.0
118,5,2,43,POS,0.0
118,5,2,44,POSITION,0.0
118,5,2,45,SPEED,0.0
118,5,2,46,EDEP,0.0
118,5,2,47,PDEP,0.0
118,5,2,48,M,0.0
118,5,2,49,MIS,0.0
119,5,3,1,E,1.409e-07
119,5,3,2,AR3S,0.98
119,5,3,3,AR4SM,7.009e-07
119,5,3,4,AR4SR,1.435e-06
119,5,3,5,AR4SPM,1.601e-07
119,5,3,6,AR4SPR,1.161e-06
119,5,3,7,AR4P,6.851e-07
119,5,3,8,AR4D,8.755e-09
119,5,3,9,AR^,1.6e-08
119,5,3,10,AR2*,9.167e-07
119,5,3,11,AR2^,3.443e-09
119,5,3,12,H,1.526e-05
119,5,3,13,H*,3.634e-10
119,5,3,14,H^,4.029e-13
119,5,3,15,H-,4.783e-09
119,5,3,16,H2,3.018e-07
119,5,3,17,H2*,8.639e-12
119,5,3,18,H2^,1.488e-14
119,5,3,19,H3^,5.197e-13
119,5,3,20,OH,1.577e-05
119,5,3,21,OH*,1.537e-07
119,5,3,22,OH^,1.657e-12
119,5,3,23,OH-,2.605e-07
119,5,3,24,H2O,0.01997
119,5,3,25,H2OV,1.594e-05
119,5,3,26,H2O^,1.156e-08
119,5,3,27,HO2,2.604e-13
119,5,3,28,H2O2,2.327e-09
119,5,3,29,H3O^,4.143e-07
119,5,3,30,O2,7.584e-13
119,5,3,31,O2^,1.213e-15
119,5,3,32,O2-,3.515e-19
119,5,3,33,O,8.003e-09
119,5,3,34,O^,3.415e-16
119,5,3,35,O-,3.903e-08
119,5,3,36,HV_096,0.0
119,5,3,37,HV_106,0.0
119,5,3,38,HV_126,0.0
119,5,3,39,ONE,0.0
119,5,3,40,TE,0.0
119,5,3,41,TGAS,0.0
119,5,3,42,EB,0.0
119,5,3,43,POS,0.0
119,5,3,44,POSITION,0.0
119,5,3,45,SPEED,0.0
119,5,3,46,EDEP,0.0
119,5,3,47,PDEP,0.0
119,5,3,48,M,0.0
119,5,3,49,MIS,0.0
120,5,4,1,E,1.409e-07
120,5,4,2,AR3S,0.98
120,5,4,3,AR4SM,7.009e-07
120,5,4,4,AR4SR,1.435e-06
120,5,4,5,AR4SPM,1.601e-07
120,5,4,6,AR4SPR,1.161e-06
120,5,4,7,AR4P,6.851e-07
120,5,4,8,AR4D,8.755e-09
120,5,4,9,AR^,1.6e-08
120,5,4,10,AR2*,9.167e-07
120,5,4,11,AR2^,3.443e-09
120,5,4,12,H,1.526e-05
120,5,4,13,H*,3.634e-10
120,5,4,14,H^,4.029e-13
120,5,4,15,H-,4.783e-09
120,5,4,16,H2,3.018e-07
120,5,4,17,H2*,8.639e-12
120,5,4,18,H2^,1.488e-14
120,5,4,19,H3^,5.197e-13
120,5,4,20,OH,1.577e-05
120,5,4,21,OH*,1.537e-07
120,5,4,22,OH^,1.657e-12
120,5,4,23,OH-,2.605e-07
120,5,4,24,H2O,0.01997
120,5,4,25,H2OV,1.594e-05
120,5,4,26,H2O^,1.156e-08
120,5,4,27,HO2,2.604e-13
120,5,4,28,H2O2,2.327e-09
120,5,4,29,H3O^,4.143e-07
120,5,4,30,O2,7.584e-13
120,5,4,31,O2^,1.213e-15
120,5,4,32,O2-,3.515e-19
120,5,4,33,O,8.003e-09
120,5,4,34,O^,3.415e-16
120,5,4,35,O-,3.903e-08
120,5,4,36,HV_096,0.0
120,5,4,37,HV_106,0.0
120,5,4,38,HV_126,0.0
120,5,4,39,ONE,0.0
120,5,4,40,TE,0.0
120,5,4,41,TGAS,0.0
120,5,4,42,EB,0.0
120,5,4,43,POS,0.0
120,5,4,44,POSITION,0.0
120,5,4,45,SPEED,0.0
120,5,4,46,EDEP,0.0
120,5,4,47,PDEP,0.0
120,5,4,48,M,0.0
120,5,4,49,MIS,0.0
121,5,5,1,E,1.409e-07
121,5,5,2,AR3S,0.98
121,5,5,3,AR4SM,7.009e-07
121,5,5,4,AR4SR,1.435e-06
121,5,5,5,AR4SPM,1.601e-07
121,5,5,6,AR4SPR,1.161e-06
121,5,5,7,AR4P,6.851e-07
121,5,5,8,AR4D,8.755e-09
121,5,5,9,AR^,1.6e-08
121,5,5,10,AR2*,9.167e-07
121,5,5,11,AR2^,3.443e-09
121,5,5,12,H,1.526e-05
121,5,5,13,H*,3.634e-10
121,5,5,14,H^,4.029e-13
121,5,5,15,H-,4.783e-09
121,5,5,16,H2,3.018e-07
121,5,5,17,H2*,8.639e-12
121,5,5,18,H2^,1.488e-14
121,5,5,19,H3^,5.197e-13
121,5,5,20,OH,1.577e-05
121,5,5,21,OH*,1.537e-07
121,5,5,22,OH^,1.657e-12
121,5,5,23,OH-,2.605e-07
121,5,5,24,H2O,0.01997
121,5,5,25,H2OV,1.594e-05
121,5,5,26,H2O^,1.156e-08
121,5,5,27,HO2,2.604e-13
121,5,5,28,H2O2,2.327e-09
121,5,5,29,H3O^,4.143e-07
121,5,5,30,O2,7.584e-13
121,5,5,31,O2^,1.213e-15
121,5,5,32,O2-,3.515e-19
121,5,5,33,O,8.003e-09
121,5,5,34,O^,3.415e-16
121,5,5,35,O-,3.903e-08
121,5,5,36,HV_096,0.0
121,5,5,37,HV_106,0.0
121,5,5,38,HV_126,0.0
121,5,5,39,ONE,0.0
121,5,5,40,TE,0.0
121,5,5,41,TGAS,0.0
121,5,5,42,EB,0.0
121,5,5,43,POS,0.0
121,5,5,44,POSITION,0.0
121,5,5,45,SPEED,0.0
121,5,5,46,EDEP,0.0
121,5,5,47,PDEP,0.0
121,5,5,48,M,0.0
121,5,5,49,MIS,0.0
122,5,6,1,E,1.409e-07
122,5,6,2,AR3S,0.98
122,5,6,3,AR4SM,7.009e-07
122,5,6,4,AR4SR,1.435e-06
122,5,6,5,AR4SPM,1.601e-07
122,5,6,6,AR4SPR,1.161e-06
122,5,6,7,AR4P,6.851e-07
122,5,6,8,AR4D,8.755e-09
122,5,6,9,AR^,1.6e-08
122,5,6,10,AR2*,9.167e-07
122,5,6,11,AR2^,3.443e-09
122,5,6,12,H,1.526e-05
122,5,6,13,H*,3.634e-10
122,5,6,14,H^,4.029e-13
122,5,6,15,H-,4.783e-09
122,5,6,16,H2,3.018e-07
122,5,6,17,H2*,8.639e-12
122,5,6,18,H2^,1.488e-14
122,5,6,19,H3^,5.197e-13
122,5,6,20,OH,1.577e-05
122,5,6,21,OH*,1.537e-07
122,5,6,22,OH^,1.657e-12
122,5,6,23,OH-,2.605e-07
122,5,6,24,H2O,0.01997
122,5,6,25,H2OV,1.594e-05
122,5,6,26,H2O^,1.156e-08
122,5,6,27,HO2,2.604e-13
122,5,6,28,H2O2,2.327e-09
122,5,6,29,H3O^,4.143e-07
122,5,6,30,O2,7.584e-13
122,5,6,31,O2^,1.213e-15
122,5,6,32,O2-,3.515e-19
122,5,6,33,O,8.003e-09
122,5,6,34,O^,3.415e-16
122,5,6,35,O-,3.903e-08
122,5,6,36,HV_096,0.0
122,5,6,37,HV_106,0.0
122,5,6,38,HV_126,0.0
122,5,6,39,ONE,0.0
122,5,6,40,TE,0.0
122,5,6,41,TGAS,0.0
122,5,6,42,EB,0.0
122,5,6,43,POS,0.0
122,5,6,44,POSITION,0.0
122,5,6,45,SPEED,0.0
122,5,6,46,EDEP,0.0
122,5,6,47,PDEP,0.0
122,5,6,48,M,0.0
122,5,6,49,MIS,0.0
123,5,7,1,E,1.409e-07
123,5,7,2,AR3S,0.98
123,5,7,3,AR4SM,7.009e-07
123,5,7,4,AR4SR,1.435e-06
123,5,7,5,AR4SPM,1.601e-07
123,5,7,6,AR4SPR,1.161e-06
123,5,7,7,AR4P,6.851e-07
123,5,7,8,AR4D,8.755e-09
123,5,7,9,AR^,1.6e-08
123,5,7,10,AR2*,9.167e-07
123,5,7,11,AR2^,3.443e-09
123,5,7,12,H,1.526e-05
123,5,7,13,H*,3.634e-10
123,5,7,14,H^,4.029e-13
123,5,7,15,H-,4.783e-09
123,5,7,16,H2,3.018e-07
123,5,7,17,H2*,8.639e-12
123,5,7,18,H2^,1.488e-14
123,5,7,19,H3^,5.197e-13
123,5,7,20,OH,1.577e-05
123,5,7,21,OH*,1.537e-07
123,5,7,22,OH^,1.657e-12
123,5,7,23,OH-,2.605e-07
123,5,7,24,H2O,0.01997
123,5,7,25,H2OV,1.594e-05
123,5,7,26,H2O^,1.156e-08
123,5,7,27,HO2,2.604e-13
123,5,7,28,H2O2,2.327e-09
123,5,7,29,H3O^,4.143e-07
123,5,7,30,O2,7.584e-13
123,5,7,31,O2^,1.213e-15
123,5,7,32,O2-,3.515e-19
123,5,7,33,O,8.003e-09
123,5,7,34,O^,3.415e-16
123,5,7,35,O-,3.903e-08
123,5,7,36,HV_096,0.0
123,5,7,37,HV_106,0.0
123,5,7,38,HV_126,0.0
123,5,7,39,ONE,0.0
123,5,7,40,TE,0.0
123,5,7,41,TGAS,0.0
123,5,7,42,EB,0.0
123,5,7,43,POS,0.0
123,5,7,44,POSITION,0.0
123,5,7,45,SPEED,0.0
123,5,7,46,EDEP,0.0
123,5,7,47,PDEP,0.0
123,5,7,48,M,0.0
123,5,7,49,MIS,0.0
124,5,8,1,E,1.409e-07
124,5,8,2,AR3S,0.98
124,5,8,3,AR4SM,7.009e-07
124,5,8,4,AR4SR,1.435e-06
124,5,8,5,AR4SPM,1.601e-07
124,5,8,6,AR4SPR,1.161e-06
124,5,8,7,AR4P,6.851e-07
124,5,8,8,AR4D,8.755e-09
124,5,8,9,AR^,1.6e-08
124,5,8,10,AR2*,9.167e-07
124,5,8,11,AR2^,3.443e-09
124,5,8,12,H,1.526e-05
124,5,8,13,H*,3.634e-10
124,5,8,14,H^,4.029e-13
124,5,8,15,H-,4.783e-09
124,5,8,16,H2,3.018e-07
124,5,8,17,H2*,8.639e-12
124,5,8,18,H2^,1.488e-14
124,5,8,19,H3^,5.197e-13
124,5,8,20,OH,1.577e-05
124,5,8,21,OH*,1.537e-07
124,5,8,22,OH^,1.657e-12
124,5,8,23,OH-,2.605e-07
124,5,8,24,H2O,0.01997
124,5,8,25,H2OV,1.594e-05
124,5,8,26,H2O^,1.156e-08
124,5,8,27,HO2,2.604e-13
124,5,8,28,H2O2,2.327e-09
124,5,8,29,H3O^,4.143e-07
124,5,8,30,O2,7.584e-13
124,5,8,31,O2^,1.213e-15
124,5,8,32,O2-,3.515e-19
124,5,8,33,O,8.003e-09
124,5,8,34,O^,3.415e-16
124,5,8,35,O-,3.903e-08
124,5,8,36,HV_096,0.0
124,5,8,37,HV_106,0.0
124,5,8,38,HV_126,0.0
124,5,8,39,ONE,0.0
124,5,8,40,TE,0.0
124,5,8,41,TGAS,0.0
124,5,8,42,EB,0.0
124,5,8,43,POS,0.0
124,5,8,44,POSITION,0.0
124,5,8,45,SPEED,0.0
124,5,8,46,EDEP,0.0
124,5,8,47,PDEP,0.0
124,5,8,48,M,0.0
124,5,8,49,MIS,0.0
125,5,9,1,E,1.409e-07
125,5,9,2,AR3S,0.98
125,5,9,3,AR4SM,7.009e-07
125,5,9,4,AR4SR,1.435e-06
125,5,9,5,AR4SPM,1.601e-07
125,5,9,6,AR4SPR,1.161e-06
125,5,9,7,AR4P,6.851e-07
125,5,9,8,AR4D,8.755e-09
125,5,9,9,AR^,1.6e-08
125,5,9,10,AR2*,9.167e-07
125,5,9,11,AR2^,3.443e-09
125,5,9,12,H,1.526e-05
125,5,9,13,H*,3.634e-10
125,5,9,14,H^,4.029e-13
125,5,9,15,H-,4.783e-09
125,5,9,16,H2,3.018e-07
125,5,9,17,H2*,8.639e-12
125,5,9,18,H2^,1.488e-14
125,5,9,19,H3^,5.197e-13
125,5,9,20,OH,1.577e-05
125,5,9,21,OH*,1.537e-07
125,5,9,22,OH^,1.657e-12
125,5,9,23,OH-,2.605e-07
125,5,9,24,H2O,0.01997
125,5,9,25,H2OV,1.594e-05
125,5,9,26,H2O^,1.156e-08
125,5,9,27,HO2,2.604e-13
125,5,9,28,H2O2,2.327e-09
125,5,9,29,H3O^,4.143e-07
125,5,9,30,O2,7.584e-13
125,5,9,31,O2^,1.213e-15
125,5,9,32,O2-,3.515e-19
125,5,9,33,O,8.003e-09
125,5,9,34,O^,3.415e-16
125,5,9,35,O-,3.903e-08
125,5,9,36,HV_096,0.0
125,5,9,37,HV_106,0.0
125,5,9,38,HV_126,0.0
125,5,9,39,ONE,0.0
125,5,9,40,TE,0.0
125,5,9,41,TGAS,0.0
125,5,9,42,EB,0.0
125,5,9,43,POS,0.0
125,5,9,44,POSITION,0.0
125,5,9,45,SPEED,0.0
125,5,9,46,EDEP,0.0
125,5,9,47,PDEP,0.0
125,5,9,48,M,0.0
125,5,9,49,MIS,0.0
126,5,10,1,E,1.409e-07
126,5,10,2,AR3S,0.98
126,5,10,3,AR4SM,7.009e-07
126,5,10,4,AR4SR,1.435e-06
126,5,10,5,AR4SPM,1.601e-07
126,5,10,6,AR4SPR,1.161e-06
126,5,10,7,AR4P,6.851e-07
126,5,10,8,AR4D,8.755e-09
126,5,10,9,AR^,1.6e-08
126,5,10,10,AR2*,9.167e-07
126,5,10,11,AR2^,3.443e-09
126,5,10,12,H,1.526e-05
126,5,10,13,H*,3.634e-10
126,5,10,14,H^,4.029e-13
126,5,10,15,H-,4.783e-09
126,5,10,16,H2,3.018e-07
126,5,10,17,H2*,8.639e-12
126,5,10,18,H2^,1.488e-14
126,5,10,19,H3^,5.197e-13
126,5,10,20,OH,1.577e-05
126,5,10,21,OH*,1.537e-07
126,5,10,22,OH^,1.657e-12
126,5,10,23,OH-,2.605e-07
126,5,10,24,H2O,0.01997
126,5,10,25,H2OV,1.594e-05
126,5,10,26,H2O^,1.156e-08
126,5,10,27,HO2,2.604e-13
126,5,10,28,H2O2,2.327e-09
126,5,10,29,H3O^,4.143e-07
126,5,10,30,O2,7.584e-13
126,5,10,31,O2^,1.213e-15
126,5,10,32,O2-,3.515e-19
126,5,10,33,O,8.003e-09
126,5,10,34,O^,3.415e-16
126,5,10,35,O-,3.903e-08
126,5,10,36,HV_096,0.0
126,5,10,37,HV_106,0.0
126,5,10,38,HV_126,0.0
126,5,10,39,ONE,0.0
126,5,10,40,TE,0.0
126,5,10,41,TGAS,0.0
126,5,10,42,EB,0.0
126,5,10,43,POS,0.0
126,5,10,44,POSITION,0.0
126,5,10,45,SPEED,0.0
126,5,10,46,EDEP,0.0
126,5,10,47,PDEP,0.0
126,5,10,48,M,0.0
126,5,10,49,MIS,0.0
127,5,11,1,E,1.409e-07
127,5,11,2,AR3S,0.98
127,5,11,3,AR4SM,7.009e-07
127,5,11,4,AR4SR,1.435e-06
127,5,11,5,AR4SPM,1.601e-07
127,5,11,6,AR4SPR,1.161e-06
127,5,11,7,AR4P,6.851e-07
127,5,11,8,AR4D,8.755e-09
127,5,11,9,AR^,1.6e-08
127,5,11,10,AR2*,9.167e-07
127,5,11,11,AR2^,3.443e-09
127,5,11,12,H,1.526e-05
127,5,11,13,H*,3.634e-10
127,5,11,14,H^,4.029e-13
127,5,11,15,H-,4.783e-09
127,5,11,16,H2,3.018e-07
127,5,11,17,H2*,8.639e-12
127,5,11,18,H2^,1.488e-14
127,5,11,19,H3^,5.197e-13
127,5,11,20,OH,1.577e-05
127,5,11,21,OH*,1.537e-07
127,5,11,22,OH^,1.657e-12
127,5,11,23,OH-,2.605e-07
127,5,11,24,H2O,0.01997
127,5,11,25,H2OV,1.594e-05
127,5,11,26,H2O^,1.156e-08
127,5,11,27,HO2,2.604e-13
127,5,11,28,H2O2,2.327e-09
127,5,11,29,H3O^,4.143e-07
127,5,11,30,O2,7.584e-13
127,5,11,31,O2^,1.213e-15
127,5,11,32,O2-,3.515e-19
127,5,11,33,O,8.003e-09
127,5,11,34,O^,3.415e-16
127,5,11,35,O-,3.903e-08
127,5,11,36,HV_096,0.0
127,5,11,37,HV_106,0.0
127,5,11,38,HV_126,0.0
127,5,11,39,ONE,0.0
127,5,11,40,TE,0.0
127,5,11,41,TGAS,0.0
127,5,11,42,EB,0.0
127,5,11,43,POS,0.0
127,5,11,44,POSITION,0.0
127,5,11,45,SPEED,0.0
127,5,11,46,EDEP,0.0
127,5,11,47,PDEP,0.0
127,5,11,48,M,0.0
127,5,11,49,MIS,0.0
128,5,12,1,E,1.409e-07
128,5,12,2,AR3S,0.98
128,5,12,3,AR4SM,7.009e-07
128,5,12,4,AR4SR,1.435e-06
128,5,12,5,AR4SPM,1.601e-07
128,5,12,6,AR4SPR,1.161e-06
128,5,12,7,AR4P,6.851e-07
128,5,12,8,AR4D,8.755e-09
128,5,12,9,AR^,1.6e-08
128,5,12,10,AR2*,9.167e-07
128,5,12,11,AR2^,3.443e-09
128,5,12,12,H,1.526e-05
128,5,12,13,H*,3.634e-10
128,5,12,14,H^,4.029e-13
128,5,12,15,H-,4.783e-09
128,5,12,16,H2,3.018e-07
128,5,12,17,H2*,8.639e-12
128,5,12,18,H2^,1.488e-14
128,5,12,19,H3^,5.197e-13
128,5,12,20,OH,1.577e-05
128,5,12,21,OH*,1.537e-07
128,5,12,22,OH^,1.657e-12
128,5,12,23,OH-,2.605e-07
128,5,12,24,H2O,0.01997
128,5,12,25,H2OV,1.594e-05
128,5,12,26,H2O^,1.156e-08
128,5,12,27,HO2,2.604e-13
128,5,12,28,H2O2,2.327e-09
128,5,12,29,H3O^,4.143e-07
128,5,12,30,O2,7.584e-13
128,5,12,31,O2^,1.213e-15
128,5,12,32,O2-,3.515e-19
128,5,12,33,O,8.003e-09
128,5,12,34,O^,3.415e-16
128,5,12,35,O-,3.903e-08
128,5,12,36,HV_096,0.0
128,5,12,37,HV_106,0.0
128,5,12,38,HV_126,0.0
128,5,12,39,ONE,0.0
128,5,12,40,TE,0.0
128,5,12,41,TGAS,0.0
128,5,12,42,EB,0.0
128,5,12,43,POS,0.0
128,5,12,44,POSITION,0.0
128,5,12,45,SPEED,0.0
128,5,12,46,EDEP,0.0
128,5,12,47,PDEP,0.0
128,5,12,48,M,0.0
128,5,12,49,MIS,0.0
129,5,13,1,E,1.409e-07
129,5,13,2,AR3S,0.98
129,5,13,3,AR4SM,7.009e-07
129,5,13,4,AR4SR,1.435e-06
129,5,13,5,AR4SPM,1.601e-07
129,5,13,6,AR4SPR,1.161e-06
129,5,13,7,AR4P,6.851e-07
129,5,13,8,AR4D,8.755e-09
129,5,13,9,AR^,1.6e-08
129,5,13,10,AR2*,9.167e-07
129,5,13,11,AR2^,3.443e-09
129,5,13,12,H,1.526e-05
129,5,13,13,H*,3.634e-10
129,5,13,14,H^,4.029e-13
129,5,13,15,H-,4.783e-09
129,5,13,16,H2,3.018e-07
129,5,13,17,H2*,8.639e-12
129,5,13,18,H2^,1.488e-14
129,5,13,19,H3^,5.197e-13
129,5,13,20,OH,1.577e-05
129,5,13,21,OH*,1.537e-07
129,5,13,22,OH^,1.657e-12
129,5,13,23,OH-,2.605e-07
129,5,13,24,H2O,0.01997
129,5,13,25,H2OV,1.594e-05
129,5,13,26,H2O^,1.156e-08
129,5,13,27,HO2,2.604e-13
129,5,13,28,H2O2,2.327e-09
129,5,13,29,H3O^,4.143e-07
129,5,13,30,O2,7.584e-13
129,5,13,31,O2^,1.213e-15
129,5,13,32,O2-,3.515e-19
129,5,13,33,O,8.003e-09
129,5,13,34,O^,3.415e-16
129,5,13,35,O-,3.903e-08
129,5,13,36,HV_096,0.0
129,5,13,37,HV_106,0.0
129,5,13,38,HV_126,0.0
129,5,13,39,ONE,0.0
129,5,13,40,TE,0.0
129,5,13,41,TGAS,0.0
129,5,13,42,EB,0.0
129,5,13,43,POS,0.0
129,5,13,44,POSITION,0.0
129,5,13,45,SPEED,0.0
129,5,13,46,EDEP,0.0
129,5,13,47,PDEP,0.0
129,5,13,48,M,0.0
129,5,13,49,MIS,0.0
130,5,14,1,E,1.409e-07
130,5,14,2,AR3S,0.98
130,5,14,3,AR4SM,7.009e-07
130,5,14,4,AR4SR,1.435e-06
130,5,14,5,AR4SPM,1.601e-07
130,5,14,6,AR4SPR,1.161e-06
130,5,14,7,AR4P,6.851e-07
130,5,14,8,AR4D,8.755e-09
130,5,14,9,AR^,1.6e-08
130,5,14,10,AR2*,9.167e-07
130,5,14,11,AR2^,3.443e-09
130,5,14,12,H,1.526e-05
130,5,14,13,H*,3.634e-10
130,5,14,14,H^,4.029e-13
130,5,14,15,H-,4.783e-09
130,5,14,16,H2,3.018e-07
130,5,14,17,H2*,8.639e-12
130,5,14,18,H2^,1.488e-14
130,5,14,19,H3^,5.197e-13
130,5,14,20,OH,1.577e-05
130,5,14,21,OH*,1.537e-07
130,5,14,22,OH^,1.657e-12
130,5,14,23,OH-,2.605e-07
130,5,14,24,H2O,0.01997
130,5,14,25,H2OV,1.594e-05
